Sweep	g
13029	150.903
13030	237.239
13031	237.239
13032	237.239
13033	237.239
13034	237.239
13035	237.239
13036	237.239
13037	227.76
13038	227.76
13039	227.76
13040	227.76
13041	227.76
13042	227.76
13043	328.477
13044	328.477
13045	248.328
13046	945.645
13047	1002.87
13048	1002.87
13049	218.9
13050	218.9
13051	361.807
13052	361.807
13053	140.159
13054	140.159
13055	174.307
13056	174.307
13057	175.476
13058	175.476
13059	251.379
13060	241.52
13061	247.089
13062	247.089
13063	168.666
13064	168.666
13065	168.666
13066	168.666
13067	168.666
13068	168.666
13069	168.666
13070	168.666
13071	240.493
13072	339.592
13073	382.156
13074	101.5
13075	101.5
13076	120.712
13077	205.212
13078	205.212
13079	265.158
13080	265.158
13081	265.158
13082	497.849
13083	497.849
13084	155.822
13085	152.042
13086	144.343
13087	144.343
13088	144.343
13089	280.811
13090	331.45
13091	331.45
13092	331.45
13093	226.172
13094	392.206
13095	392.206
13096	392.206
13097	139.445
13098	139.445
13099	213.658
13100	213.658
13101	213.658
13102	213.658
13103	213.658
13104	279.44
13105	393.664
13106	393.664
13107	393.664
13108	122.134
13109	193.9
13110	275.059
13111	275.059
13112	275.059
13113	250.428
13114	250.428
13115	250.428
13116	250.428
13117	250.428
13118	250.428
13119	250.428
13120	250.428
13121	250.428
13122	250.428
13123	250.428
13124	250.428
13125	250.428
13126	250.428
13127	176.277
13128	353.811
13129	353.811
13130	302.967
13131	302.967
13132	544.392
13133	544.392
13134	544.392
13135	483.134
13136	257.136
13137	257.136
13138	268.657
13139	177.888
13140	177.888
13141	177.888
13142	177.888
13143	215.398
13144	733.735
13145	769.301
13146	919.983
13147	173.88
13148	267.644
13149	230.407
13150	288.166
13151	172.593
13152	172.593
13153	172.593
13154	329.2
13155	329.2
13156	167.225
13157	167.225
13158	317.388
13159	600.881
13160	600.881
13161	600.881
13162	600.881
13163	600.881
13164	600.881
13165	303.915
13166	303.915
13167	303.915
13168	113.919
13169	82.3998
13170	84.4017
13171	84.4017
13172	84.4017
13173	171.856
13174	171.856
13175	230.334
13176	230.334
13177	267.64
13178	393.497
13179	219.526
13180	174.218
13181	174.218
13182	321.883
13183	321.883
13184	369.509
13185	279.765
13186	279.765
13187	358.581
13188	245.138
13189	142.782
13190	142.782
13191	142.782
13192	142.782
13193	142.782
13194	337.012
13195	337.012
13196	337.012
13197	359.278
13198	359.278
13199	359.278
13200	233.918
13201	233.918
13202	233.918
13203	190.58
13204	190.58
13205	218.769
13206	330.675
13207	330.675
13208	330.675
13209	330.675
13210	330.675
13211	119.227
13212	119.227
13213	119.227
13214	119.227
13215	119.227
13216	119.227
13217	611.194
13218	611.194
13219	552.021
13220	552.021
13221	454.099
13222	342.609
13223	337.691
13224	318.757
13225	318.757
13226	197.54
13227	197.54
13228	197.54
13229	197.54
13230	197.54
13231	197.54
13232	197.54
13233	197.54
13234	288.288
13235	297.902
13236	373.025
13237	373.025
13238	281.137
13239	281.137
13240	281.137
13241	342.697
13242	342.697
13243	274.281
13244	274.281
13245	274.281
13246	274.281
13247	274.281
13248	353.847
13249	673.568
13250	673.568
13251	714.722
13252	714.722
13253	714.722
13254	851.274
13255	851.274
13256	170.405
13257	170.405
13258	170.405
13259	170.405
13260	170.405
13261	203.507
13262	203.507
13263	203.507
13264	216.703
13265	216.703
13266	216.703
13267	216.703
13268	216.703
13269	216.703
13270	216.703
13271	269.423
13272	218.21
13273	218.21
13274	218.21
13275	218.21
13276	203.26
13277	203.26
13278	203.26
13279	190.486
13280	231.035
13281	231.035
13282	231.035
13283	382.433
13284	148.668
13285	212.789
13286	212.789
13287	302.154
13288	302.154
13289	302.154
13290	302.154
13291	302.154
13292	302.154
13293	248.889
13294	248.889
13295	248.889
13296	248.889
13297	233.647
13298	233.647
13299	233.647
13300	233.647
13301	164.788
13302	164.788
13303	164.788
13304	164.788
13305	164.788
13306	164.788
13307	164.788
13308	164.788
13309	295.16
13310	296.753
13311	296.753
13312	296.753
13313	296.753
13314	296.753
13315	378.403
13316	378.403
13317	335.584
13318	250.513
13319	250.513
13320	250.513
13321	242.172
13322	401.364
13323	401.364
13324	216.476
13325	216.476
13326	176.109
13327	176.109
13328	213.606
13329	366.9
13330	366.9
13331	160.421
13332	153.673
13333	253.37
13334	253.37
13335	385.904
13336	385.904
13337	385.904
13338	409.789
13339	409.789
13340	350.826
13341	350.826
13342	350.826
13343	168.984
13344	370.721
13345	429.659
13346	299.1
13347	397.067
13348	397.067
13349	397.067
13350	261.209
13351	261.209
13352	316.683
13353	100.908
13354	276.553
13355	276.553
13356	276.553
13357	276.553
13358	276.553
13359	491.73
13360	472.252
13361	472.252
13362	159.691
13363	159.691
13364	164.342
13365	164.342
13366	224.586
13367	224.586
13368	282.907
13369	282.907
13370	282.907
13371	191.411
13372	433.133
13373	312.45
13374	212.084
13375	212.084
13376	212.084
13377	291.593
13378	197.625
13379	213.712
13380	413.19
13381	402.579
13382	402.579
13383	424.997
13384	515.305
13385	315.391
13386	315.391
13387	315.391
13388	315.391
13389	315.391
13390	529.392
13391	205.786
13392	142.275
13393	142.275
13394	234.665
13395	242.952
13396	242.952
13397	148.176
13398	203.895
13399	334.563
13400	231.915
13401	408.211
13402	486.812
13403	318.89
13404	281.963
13405	164.564
13406	568.769
13407	96.2615
13408	96.2615
13409	183.584
13410	183.584
13411	205.227
13412	205.227
13413	205.227
13414	334.587
13415	334.587
13416	334.587
13417	331.46
13418	465.957
13419	201.485
13420	201.485
13421	161.669
13422	203.273
13423	203.273
13424	203.273
13425	203.273
13426	203.273
13427	203.273
13428	203.273
13429	203.273
13430	203.273
13431	277.401
13432	277.401
13433	277.401
13434	277.401
13435	277.401
13436	277.401
13437	200.625
13438	524.243
13439	397.836
13440	397.836
13441	348.553
13442	205.372
13443	205.372
13444	205.372
13445	205.372
13446	205.372
13447	201.066
13448	201.066
13449	201.066
13450	208.01
13451	208.01
13452	208.01
13453	208.01
13454	208.01
13455	208.01
13456	646.479
13457	646.479
13458	335.365
13459	382.095
13460	382.095
13461	382.095
13462	382.095
13463	382.095
13464	382.095
13465	382.095
13466	210.195
13467	210.195
13468	210.195
13469	210.195
13470	267.033
13471	154.787
13472	154.787
13473	222.951
13474	222.951
13475	222.951
13476	222.951
13477	222.951
13478	222.951
13479	222.951
13480	298.76
13481	298.76
13482	707.218
13483	707.218
13484	490.264
13485	116.184
13486	92.3656
13487	196.229
13488	279.595
13489	279.595
13490	279.595
13491	279.595
13492	279.595
13493	279.595
13494	133.276
13495	345.677
13496	345.677
13497	345.677
13498	141.619
13499	141.619
13500	141.619
13501	141.619
13502	141.619
13503	141.619
13504	191.094
13505	202.512
13506	202.512
13507	202.512
13508	202.512
13509	202.512
13510	202.512
13511	202.512
13512	202.512
13513	271.888
13514	487.853
13515	203.458
13516	343.915
13517	215.688
13518	215.688
13519	215.688
13520	215.688
13521	215.688
13522	215.688
13523	360.672
13524	360.672
13525	214.635
13526	263.805
13527	263.805
13528	208.412
13529	208.412
13530	215.005
13531	245.285
13532	245.285
13533	306.215
13534	171.335
13535	171.335
13536	329.638
13537	329.638
13538	329.638
13539	239.288
13540	239.288
13541	206.249
13542	181.535
13543	181.535
13544	181.535
13545	181.535
13546	181.535
13547	181.535
13548	178.403
13549	162.868
13550	162.868
13551	162.868
13552	324.676
13553	324.676
13554	324.676
13555	324.676
13556	324.676
13557	324.676
13558	324.676
13559	324.676
13560	272.339
13561	472.304
13562	409.368
13563	194.708
13564	194.708
13565	213.153
13566	418.056
13567	273.334
13568	233.236
13569	233.236
13570	233.236
13571	233.236
13572	248.11
13573	241.632
13574	241.632
13575	241.632
13576	241.632
13577	241.632
13578	241.632
13579	153.664
13580	153.664
13581	254.889
13582	589.513
13583	246.757
13584	280.52
13585	280.52
13586	280.52
13587	280.52
13588	201.553
13589	201.553
13590	201.553
13591	377.829
13592	148.581
13593	235.763
13594	235.763
13595	235.763
13596	235.763
13597	235.763
13598	485.722
13599	499.793
13600	482.755
13601	311.558
13602	311.558
13603	311.558
13604	311.558
13605	311.558
13606	311.558
13607	142.028
13608	142.028
13609	350.719
13610	350.719
13611	320.839
13612	320.839
13613	251.99
13614	251.99
13615	251.99
13616	201.518
13617	149.393
13618	734.609
13619	734.609
13620	734.609
13621	734.609
13622	734.609
13623	734.609
13624	734.609
13625	137.863
13626	137.863
13627	137.863
13628	137.863
13629	264.255
13630	565.509
13631	106.183
13632	106.183
13633	131.538
13634	131.538
13635	181.637
13636	181.637
13637	182.122
13638	182.122
13639	182.122
13640	433.333
13641	433.333
13642	227.452
13643	227.452
13644	269.039
13645	430.464
13646	430.464
13647	430.464
13648	460.344
13649	401.287
13650	401.287
13651	401.287
13652	389.78
13653	266.514
13654	472.198
13655	580.833
13656	421.277
13657	421.277
13658	421.277
13659	168.191
13660	274.049
13661	162.952
13662	185.485
13663	1331.21
13664	1331.21
13665	1331.21
13666	835.963
13667	835.963
13668	223.662
13669	223.662
13670	234.838
13671	234.838
13672	234.838
13673	229.708
13674	174.234
13675	174.234
13676	174.234
13677	174.234
13678	174.234
13679	174.234
13680	174.234
13681	174.234
13682	174.234
13683	171.854
13684	275.353
13685	135.31
13686	336.925
13687	336.925
13688	542.161
13689	542.161
13690	362.106
13691	362.106
13692	362.106
13693	335.596
13694	335.596
13695	265.384
13696	117.497
13697	449.985
13698	186.05
13699	405.641
13700	165.459
13701	165.459
13702	142.019
13703	271.285
13704	271.285
13705	625.978
13706	625.978
13707	625.978
13708	767.767
13709	171.563
13710	98.0622
13711	113.932
13712	113.932
13713	113.932
13714	113.932
13715	113.932
13716	325.856
13717	553.171
13718	553.171
13719	553.171
13720	553.171
13721	316.466
13722	316.466
13723	367.867
13724	367.867
13725	151.407
13726	441.13
13727	441.13
13728	441.13
13729	185.465
13730	185.465
13731	164.166
13732	164.166
13733	151.466
13734	271.094
13735	271.094
13736	271.094
13737	271.094
13738	271.094
13739	116.093
13740	116.093
13741	116.093
13742	126.599
13743	198.727
13744	198.727
13745	109.4
13746	109.4
13747	250.113
13748	244.961
13749	244.961
13750	244.961
13751	244.961
13752	244.961
13753	244.961
13754	244.961
13755	401.943
13756	401.943
13757	401.943
13758	401.943
13759	401.943
13760	401.943
13761	401.943
13762	130.323
13763	130.323
13764	192.671
13765	293.316
13766	293.316
13767	452.06
13768	731.855
13769	731.855
13770	731.855
13771	731.855
13772	731.855
13773	164.55
13774	164.55
13775	164.55
13776	164.55
13777	164.55
13778	164.55
13779	92.481
13780	107.202
13781	122.95
13782	616.536
13783	197.035
13784	197.035
13785	197.035
13786	186.112
13787	765.932
13788	758.605
13789	1043.95
13790	1043.95
13791	562.122
13792	562.122
13793	268.924
13794	268.924
13795	268.924
13796	268.924
13797	268.924
13798	268.924
13799	268.924
13800	225.482
13801	225.482
13802	225.482
13803	225.482
13804	215.38
13805	215.38
13806	215.38
13807	215.38
13808	215.38
13809	441.697
13810	441.697
13811	231.711
13812	231.711
13813	231.711
13814	231.711
13815	231.711
13816	231.711
13817	315.971
13818	315.971
13819	315.971
13820	315.971
13821	315.971
13822	315.971
13823	315.971
13824	194.16
13825	194.16
13826	194.16
13827	223.285
13828	246.771
13829	246.771
13830	246.771
13831	336.879
13832	204.218
13833	201.941
13834	201.941
13835	201.941
13836	383.258
13837	460.033
13838	460.033
13839	368.545
13840	732.82
13841	704.949
13842	360.445
13843	360.445
13844	273.005
13845	273.005
13846	273.005
13847	273.005
13848	297.24
13849	144.839
13850	197.575
13851	138.578
13852	138.578
13853	138.578
13854	261.294
13855	187.841
13856	187.841
13857	187.841
13858	294.927
13859	294.927
13860	294.927
13861	655.849
13862	173.018
13863	173.018
13864	331.656
13865	331.656
13866	331.656
13867	331.656
13868	188.965
13869	188.965
13870	188.965
13871	269.675
13872	294.865
13873	294.865
13874	224.075
13875	224.075
13876	206.506
13877	206.506
13878	321.778
13879	321.778
13880	171.979
13881	221.816
13882	221.816
13883	221.816
13884	221.816
13885	221.816
13886	221.816
13887	221.816
13888	221.816
13889	200.371
13890	200.371
13891	197.352
13892	245.83
13893	245.83
13894	359.463
13895	375.229
13896	572.395
13897	572.395
13898	193.931
13899	193.931
13900	193.931
13901	286.072
13902	218.195
13903	272.728
13904	272.728
13905	272.728
13906	272.728
13907	486.318
13908	486.318
13909	208.27
13910	208.27
13911	208.27
13912	208.27
13913	242.38
13914	242.38
13915	242.38
13916	242.38
13917	276.257
13918	276.257
13919	276.257
13920	276.257
13921	414.968
13922	414.968
13923	282.787
13924	282.787
13925	436.738
13926	436.738
13927	436.738
13928	436.738
13929	177.806
13930	232.151
13931	232.151
13932	232.151
13933	232.151
13934	769.771
13935	1054.93
13936	1054.93
13937	1054.93
13938	326.368
13939	326.368
13940	430.047
13941	258.524
13942	439.48
13943	439.48
13944	430.231
13945	430.231
13946	430.231
13947	430.231
13948	430.231
13949	185.488
13950	185.488
13951	185.488
13952	425.956
13953	628.136
13954	226.072
13955	394.972
13956	394.972
13957	394.972
13958	126.676
13959	361.904
13960	361.904
13961	478.839
13962	478.839
13963	478.839
13964	317
13965	317
13966	281.333
13967	281.333
13968	461.424
13969	461.424
13970	395.459
13971	145.568
13972	145.568
13973	145.568
13974	145.568
13975	145.568
13976	145.568
13977	183.591
13978	219.88
13979	219.88
13980	219.88
13981	219.88
13982	184.276
13983	184.276
13984	184.276
13985	316.334
13986	316.334
13987	275.238
13988	506.477
13989	506.477
13990	323.854
13991	323.854
13992	243.161
13993	243.161
13994	158.215
13995	158.215
13996	158.215
13997	158.215
13998	359.321
13999	359.321
14000	282.837
14001	282.837
14002	225
14003	225
14004	225
14005	225
14006	225
14007	132.01
14008	244.617
14009	182.338
14010	182.338
14011	435.932
14012	375.072
14013	339.129
14014	339.129
14015	593.935
14016	593.935
14017	201.541
14018	158.509
14019	507.601
14020	507.601
14021	469.81
14022	453.758
14023	260.624
14024	242.562
14025	498.804
14026	498.804
14027	498.804
14028	304.215
14029	426.622
14030	426.622
14031	426.622
14032	426.622
14033	426.622
14034	426.622
14035	277.963
14036	277.963
14037	733.158
14038	85.4297
14039	125.837
14040	264.404
14041	358.601
14042	358.601
14043	118.475
14044	194.885
14045	756.267
14046	756.267
14047	756.267
14048	756.267
14049	891.09
14050	361.845
14051	361.845
14052	226.025
14053	226.025
14054	226.025
14055	419.958
14056	419.958
14057	419.958
14058	395.196
14059	395.196
14060	367.611
14061	367.611
14062	367.611
14063	311.64
14064	311.64
14065	311.64
14066	315.931
14067	315.931
14068	315.931
14069	186.065
14070	186.065
14071	186.065
14072	186.065
14073	186.065
14074	186.065
14075	181.917
14076	181.917
14077	100.338
14078	100.338
14079	118.356
14080	358.051
14081	358.051
14082	358.051
14083	212.212
14084	532.477
14085	532.477
14086	532.477
14087	427.163
14088	165.784
14089	165.784
14090	224.965
14091	226.197
14092	226.197
14093	226.197
14094	226.197
14095	226.197
14096	226.197
14097	226.197
14098	226.197
14099	345.844
14100	345.844
14101	345.844
14102	345.844
14103	345.844
14104	345.844
14105	345.844
14106	345.844
14107	345.844
14108	160.719
14109	160.719
14110	160.719
14111	160.719
14112	218.127
14113	237.532
14114	237.532
14115	213.264
14116	213.264
14117	213.264
14118	213.264
14119	213.264
14120	213.264
14121	209.428
14122	209.428
14123	209.428
14124	206.629
14125	287.366
14126	287.366
14127	206.326
14128	199.911
14129	199.911
14130	199.911
14131	199.911
14132	199.911
14133	199.911
14134	507.996
14135	368.645
14136	368.645
14137	368.645
14138	175.1
14139	175.1
14140	170.2
14141	213.401
14142	213.401
14143	191.602
14144	191.602
14145	191.602
14146	420.044
14147	420.044
14148	420.044
14149	420.044
14150	420.044
14151	420.044
14152	175.207
14153	290.132
14154	219.119
14155	214.18
14156	214.18
14157	214.18
14158	234.48
14159	215.982
14160	215.982
14161	215.982
14162	290.746
14163	268.431
14164	268.431
14165	268.431
14166	268.431
14167	268.035
14168	268.035
14169	268.035
14170	268.035
14171	268.035
14172	268.035
14173	299.154
14174	133.422
14175	133.422
14176	129.701
14177	129.701
14178	129.701
14179	349.233
14180	341.45
14181	341.45
14182	199.904
14183	199.904
14184	199.904
14185	199.904
14186	180.207
14187	407.28
14188	407.28
14189	407.28
14190	293.873
14191	293.873
14192	293.873
14193	189.902
14194	207.326
14195	207.326
14196	207.326
14197	315.696
14198	315.696
14199	315.696
14200	315.696
14201	315.696
14202	315.696
14203	315.696
14204	315.696
14205	315.696
14206	315.696
14207	315.696
14208	315.696
14209	192.452
14210	192.452
14211	191.023
14212	191.023
14213	191.023
14214	191.023
14215	191.023
14216	191.023
14217	982.935
14218	862.509
14219	852.619
14220	404.875
14221	404.875
14222	135.389
14223	135.389
14224	195.392
14225	195.392
14226	195.392
14227	195.392
14228	195.392
14229	195.392
14230	240.164
14231	376.384
14232	376.384
14233	376.384
14234	515.472
14235	403.328
14236	329.556
14237	329.556
14238	329.556
14239	329.556
14240	107.568
14241	107.568
14242	107.568
14243	107.568
14244	107.568
14245	107.568
14246	171.885
14247	171.885
14248	171.885
14249	246.219
14250	246.219
14251	246.219
14252	246.219
14253	162.953
14254	178.005
14255	178.005
14256	178.005
14257	115.473
14258	115.473
14259	95.9043
14260	84.5713
14261	84.5713
14262	219.946
14263	1146.26
14264	891.902
14265	243.205
14266	644.129
14267	644.129
14268	644.129
14269	416.293
14270	416.293
14271	357.462
14272	357.462
14273	357.462
14274	213.274
14275	213.274
14276	296.498
14277	354.963
14278	354.963
14279	354.963
14280	143.572
14281	295.939
14282	116.544
14283	116.544
14284	116.544
14285	245.173
14286	245.173
14287	245.173
14288	245.173
14289	245.173
14290	245.173
14291	310.689
14292	310.689
14293	310.689
14294	215.881
14295	297.07
14296	447.508
14297	259.744
14298	357.391
14299	357.391
14300	206.431
14301	206.431
14302	206.431
14303	411.671
14304	411.671
14305	887.769
14306	887.769
14307	887.769
14308	887.769
14309	887.769
14310	1369.25
14311	254.062
14312	266.795
14313	238.219
14314	268.127
14315	273.062
14316	153.622
14317	153.622
14318	153.622
14319	153.622
14320	153.622
14321	153.622
14322	431.465
14323	431.465
14324	135.461
14325	135.461
14326	135.461
14327	135.461
14328	191.634
14329	207.143
14330	207.143
14331	207.143
14332	207.143
14333	207.143
14334	320.878
14335	320.878
14336	320.253
14337	320.253
14338	320.253
14339	320.253
14340	193.609
14341	122.213
14342	122.213
14343	609.704
14344	767.625
14345	507.68
14346	376.942
14347	264.942
14348	264.942
14349	338.241
14350	338.241
14351	176.567
14352	176.567
14353	176.567
14354	176.567
14355	176.567
14356	176.567
14357	176.567
14358	184.789
14359	146.908
14360	408.034
14361	408.034
14362	523.526
14363	495.783
14364	268.405
14365	268.405
14366	309.097
14367	309.097
14368	309.097
14369	322.815
14370	432.844
14371	278.121
14372	278.121
14373	163.657
14374	163.657
14375	449.95
14376	449.95
14377	380.919
14378	317.649
14379	222.356
14380	222.356
14381	222.356
14382	128.679
14383	298.787
14384	298.787
14385	168.413
14386	168.413
14387	168.413
14388	160.711
14389	160.711
14390	160.711
14391	160.711
14392	160.711
14393	238.922
14394	238.922
14395	238.922
14396	195.832
14397	478.715
14398	447.726
14399	238.612
14400	336.129
14401	235.181
14402	520.245
14403	257.517
14404	257.517
14405	257.517
14406	257.517
14407	257.517
14408	257.517
14409	252.943
14410	914.792
14411	914.792
14412	180.169
14413	108.713
14414	108.713
14415	384.439
14416	384.439
14417	384.439
14418	384.439
14419	431.139
14420	115.993
14421	366.264
14422	230.799
14423	230.799
14424	230.799
14425	230.799
14426	238.121
14427	420.941
14428	291.551
14429	291.551
14430	262.57
14431	262.57
14432	262.57
14433	262.57
14434	267.024
14435	1270.24
14436	565.203
14437	350.894
14438	462.382
14439	462.382
14440	461.553
14441	461.553
14442	946.495
14443	946.495
14444	946.495
14445	946.495
14446	946.495
14447	946.495
14448	946.495
14449	946.495
14450	492.28
14451	181.625
14452	181.625
14453	181.625
14454	181.625
14455	181.625
14456	125.071
14457	125.071
14458	125.071
14459	125.071
14460	125.071
14461	125.071
14462	125.071
14463	223.381
14464	223.381
14465	223.381
14466	223.381
14467	223.381
14468	298.775
14469	298.775
14470	215.593
14471	215.593
14472	215.593
14473	215.593
14474	135.279
14475	135.279
14476	135.279
14477	135.279
14478	180.402
14479	180.402
14480	180.402
14481	180.402
14482	361.356
14483	167.436
14484	517.708
14485	88.1066
14486	88.1066
14487	88.1066
14488	559.895
14489	349.027
14490	420.781
14491	420.781
14492	420.781
14493	245.89
14494	245.89
14495	245.89
14496	245.89
14497	245.89
14498	245.89
14499	245.89
14500	354.732
14501	354.732
14502	675.206
14503	675.206
14504	378.726
14505	302.521
14506	302.521
14507	302.521
14508	563.968
14509	797.402
14510	797.402
14511	797.402
14512	797.402
14513	794.5
14514	270.751
14515	270.751
14516	270.751
14517	270.751
14518	383.376
14519	383.376
14520	383.376
14521	383.376
14522	339.654
14523	339.654
14524	338.946
14525	338.946
14526	396.432
14527	396.432
14528	627.527
14529	267.521
14530	267.521
14531	267.521
14532	826.271
14533	826.271
14534	325.831
14535	325.831
14536	325.831
14537	325.831
14538	169.768
14539	169.768
14540	169.768
14541	532.378
14542	273.491
14543	273.491
14544	184.722
14545	533.763
14546	264.075
14547	264.075
14548	105.516
14549	206.962
14550	400.384
14551	226.363
14552	342.984
14553	682.419
14554	635.468
14555	342.47
14556	342.47
14557	186.291
14558	557.887
14559	798.55
14560	606.305
14561	342.729
14562	342.729
14563	463.863
14564	463.863
14565	463.863
14566	478.119
14567	478.119
14568	139.099
14569	369.794
14570	369.794
14571	369.794
14572	369.794
14573	298.859
14574	510.672
14575	510.672
14576	700.728
14577	572.483
14578	572.483
14579	505.081
14580	518.611
14581	567.578
14582	567.578
14583	225.663
14584	225.663
14585	479.303
14586	408.912
14587	408.912
14588	408.912
14589	408.912
14590	408.912
14591	153.306
14592	300.427
14593	497.922
14594	233.992
14595	425.74
14596	753.978
14597	209.065
14598	209.065
14599	209.065
14600	520.185
14601	520.185
14602	270.551
14603	270.551
14604	270.551
14605	270.551
14606	270.551
14607	270.551
14608	270.551
14609	270.551
14610	270.551
14611	270.551
14612	270.551
14613	338.472
14614	251.587
14615	494.441
14616	494.441
14617	494.441
14618	494.441
14619	617.854
14620	617.854
14621	617.854
14622	617.854
14623	617.854
14624	617.854
14625	617.854
14626	519.716
14627	616.143
14628	616.143
14629	616.143
14630	616.143
14631	616.143
14632	616.143
14633	616.143
14634	219.245
14635	500.018
14636	500.018
14637	500.018
14638	500.018
14639	264.88
14640	264.88
14641	201.204
14642	180.624
14643	180.624
14644	180.624
14645	180.624
14646	256.071
14647	256.071
14648	202.035
14649	202.035
14650	421.769
14651	445.988
14652	445.988
14653	445.988
14654	235.509
14655	465.119
14656	269.576
14657	269.576
14658	269.576
14659	227.208
14660	227.208
14661	516.544
14662	451.214
14663	279.741
14664	279.741
14665	343.9
14666	301.835
14667	233.345
14668	233.345
14669	233.345
14670	233.345
14671	301.55
14672	301.55
14673	301.55
14674	301.55
14675	301.55
14676	301.55
14677	125.838
14678	202.617
14679	166.046
14680	166.046
14681	166.046
14682	166.046
14683	166.046
14684	172.43
14685	172.43
14686	172.43
14687	172.43
14688	172.43
14689	200.662
14690	200.662
14691	200.662
14692	232.406
14693	232.406
14694	232.406
14695	232.406
14696	331.743
14697	331.743
14698	408.419
14699	408.419
14700	238.221
14701	236.067
14702	286.357
14703	286.357
14704	178.594
14705	178.594
14706	178.594
14707	178.594
14708	160.32
14709	160.32
14710	196.313
14711	155.668
14712	155.668
14713	155.668
14714	262.375
14715	262.375
14716	213.418
14717	225.858
14718	225.858
14719	225.858
14720	550.401
14721	344.946
14722	220.418
14723	207.804
14724	226.674
14725	361.216
14726	361.216
14727	304.904
14728	251.057
14729	243.006
14730	202.534
14731	202.534
14732	202.534
14733	152.573
14734	152.573
14735	152.573
14736	152.573
14737	152.573
14738	152.573
14739	152.573
14740	199.435
14741	199.435
14742	199.435
14743	199.435
14744	549.036
14745	130.511
14746	196.279
14747	196.279
14748	245.901
14749	188.41
14750	122.608
14751	274.491
14752	328.397
14753	238.098
14754	238.098
14755	238.098
14756	223.109
14757	370.637
14758	226.012
14759	226.012
14760	226.012
14761	332.605
14762	332.605
14763	346.13
14764	527.343
14765	221.344
14766	221.344
14767	221.344
14768	221.344
14769	221.344
14770	221.344
14771	221.344
14772	197.999
14773	197.999
14774	209.589
14775	209.589
14776	95.1328
14777	95.1328
14778	95.1328
14779	92.408
14780	92.408
14781	92.408
14782	118.492
14783	385.508
14784	429.047
14785	429.047
14786	212.004
14787	199.234
14788	199.234
14789	199.234
14790	199.234
14791	199.234
14792	199.234
14793	199.234
14794	199.234
14795	199.234
14796	199.234
14797	427.145
14798	736.829
14799	614.526
14800	577.463
14801	479.714
14802	479.714
14803	127.946
14804	205.797
14805	371.8
14806	245.919
14807	245.919
14808	247.867
14809	371.436
14810	436.266
14811	146.995
14812	201.455
14813	201.455
14814	201.455
14815	201.455
14816	201.455
14817	180.623
14818	271.847
14819	271.847
14820	271.847
14821	208.851
14822	208.851
14823	208.851
14824	208.851
14825	208.851
14826	208.851
14827	208.851
14828	208.851
14829	208.851
14830	208.851
14831	276.545
14832	256.118
14833	256.118
14834	251.237
14835	414.932
14836	245.359
14837	467.342
14838	449.243
14839	115.737
14840	115.737
14841	118.551
14842	118.551
14843	264.045
14844	357.31
14845	292.519
14846	292.519
14847	292.519
14848	292.519
14849	292.519
14850	562.657
14851	594.059
14852	594.059
14853	137.642
14854	312.84
14855	156.899
14856	128.74
14857	128.74
14858	275.579
14859	383.368
14860	469.269
14861	553.213
14862	294.439
14863	316.203
14864	203.447
14865	203.447
14866	358.609
14867	358.609
14868	376.885
14869	376.885
14870	376.885
14871	384.613
14872	384.613
14873	384.613
14874	203.208
14875	387.879
14876	546.211
14877	553.9
14878	553.9
14879	553.9
14880	553.9
14881	553.9
14882	409.221
14883	333.933
14884	333.933
14885	333.933
14886	490.763
14887	666.42
14888	666.42
14889	260.431
14890	260.431
14891	260.431
14892	384.629
14893	384.629
14894	384.629
14895	384.629
14896	509.069
14897	183.304
14898	183.304
14899	183.304
14900	183.304
14901	183.304
14902	183.304
14903	183.304
14904	414.509
14905	414.509
14906	414.509
14907	263.635
14908	263.635
14909	263.635
14910	319.533
14911	595.762
14912	595.762
14913	407.444
14914	407.444
14915	732.639
14916	732.639
14917	906.788
14918	287.036
14919	564.475
14920	564.475
14921	685.109
14922	173.547
14923	683.605
14924	461.432
14925	461.432
14926	461.432
14927	260.012
14928	219.682
14929	219.682
14930	219.682
14931	169.477
14932	160.804
14933	270.612
14934	98.7352
14935	98.7352
14936	182.469
14937	182.469
14938	288.79
14939	288.79
14940	145.896
14941	360.899
14942	360.899
14943	360.899
14944	360.899
14945	140.21
14946	140.21
14947	427.965
14948	345.521
14949	259.841
14950	321.922
14951	321.922
14952	157.397
14953	157.397
14954	157.397
14955	252.395
14956	252.395
14957	193.064
14958	396.441
14959	396.441
14960	396.441
14961	396.441
14962	323.43
14963	323.43
14964	323.43
14965	133.173
14966	133.173
14967	146.92
14968	146.92
14969	146.92
14970	271.111
14971	271.111
14972	271.111
14973	967.661
14974	967.661
14975	665.631
14976	344.753
14977	109.093
14978	109.093
14979	120.145
14980	296.442
14981	296.442
14982	296.442
14983	674.815
14984	679.935
14985	100.775
14986	149.942
14987	128.276
14988	225.569
14989	225.569
14990	225.569
14991	225.569
14992	278.588
14993	193.953
14994	193.953
14995	128.286
14996	128.286
14997	229.247
14998	122.823
14999	122.823
15000	122.823
15001	122.823
15002	94.651
15003	166.98
15004	166.98
15005	506.314
15006	447.334
15007	447.334
15008	447.334
15009	447.334
15010	447.334
15011	234.6
15012	358.164
15013	358.164
15014	358.164
15015	358.164
15016	358.164
15017	358.164
15018	358.164
15019	358.164
15020	358.164
15021	358.164
15022	164.679
15023	164.679
15024	224.552
