Sweep	Chain_1	Chain_2	Chain_3	
11441	-3520.16364744	-3522.700914886	-3545.572396361	
11442	-3522.700914886	-3520.16364744	-3545.572396361	
11443	-3520.265465078	-3522.625661266	-3544.412916843	
11444	-3522.625661266	-3520.265465078	-3544.412916843	
11445	-3520.361455791	-3530.376633151	-3528.993218109	
11446	-3520.200576122	-3530.577952271	-3528.935764083	
11447	-3520.309442161	-3522.687807189	-3543.582681607	
11448	-3520.309442161	-3522.687807189	-3543.582681607	
11449	-3522.687807189	-3525.602023732	-3526.786653536	
11450	-3522.922812612	-3524.485789268	-3528.966946421	
11451	-3522.892335688	-3524.45745255	-3528.944708808	
11452	-3523.033004063	-3529.093183337	-3527.103771326	
11453	-3522.729063327	-3532.381837772	-3532.813966726	
11454	-3520.449159255	-3533.033277968	-3535.638194876	
11455	-3524.490762279	-3533.890822149	-3539.320860821	
11456	-3524.373640355	-3533.914187561	-3539.851021863	
11457	-3520.398771829	-3527.968503113	-3530.644153156	
11458	-3520.398771829	-3520.398771829	-3524.966644576	
11459	-3520.424842659	-3528.102147902	-3530.558671678	
11460	-3520.424842659	-3528.102147902	-3530.558671678	
11461	-3520.424842659	-3526.384201179	-3540.055356961	
11462	-3520.187059451	-3530.03054113	-3537.128800914	
11463	-3520.162005644	-3536.879065676	-3529.870988511	
11464	-3523.202594704	-3523.202594704	-3537.000773405	
11465	-3523.202594704	-3523.202594704	-3537.000773405	
11466	-3522.694901126	-3526.777097246	-3539.018318161	
11467	-3520.162005644	-3531.514109866	-3532.690310234	
11468	-3522.972445575	-3524.360004283	-3539.177495682	
11469	-3524.330244587	-3522.943006311	-3539.074621307	
11470	-3524.337411701	-3522.950088938	-3539.100728529	
11471	-3524.337411701	-3522.950088938	-3539.100728529	
11472	-3522.672591762	-3520.157290052	-3543.081982401	
11473	-3520.223790709	-3522.612014836	-3542.496008869	
11474	-3520.161548065	-3522.693128757	-3543.169515585	
11475	-3520.617307445	-3523.447473813	-3545.143533106	
11476	-3520.617307445	-3523.725604836	-3544.467602033	
11477	-3520.617307445	-3520.617307445	-3546.713294799	
11478	-3520.517930319	-3528.202259246	-3543.25041637	
11479	-3520.517930319	-3528.202259246	-3543.25041637	
11480	-3520.517930319	-3528.202259246	-3543.25041637	
11481	-3523.973935313	-3520.517930319	-3542.446795867	
11482	-3524.974485999	-3524.974485999	-3540.20750183	
11483	-3524.974485999	-3524.974485999	-3540.20750183	
11484	-3520.580467109	-3536.524790737	-3536.806905983	
11485	-3520.580467109	-3525.322881049	-3534.339286456	
11486	-3520.580467109	-3528.208518197	-3542.520285905	
11487	-3520.164632803	-3520.164632803	-3525.713160637	
11488	-3520.636083241	-3520.636083241	-3526.781907327	
11489	-3522.797529249	-3524.388786377	-3541.41410917	
11490	-3520.183258269	-3531.0661976	-3533.969810729	
11491	-3526.501527181	-3524.26102579	-3529.260056261	
11492	-3523.120905828	-3524.4446223	-3544.46128112	
11493	-3524.4446223	-3523.120905828	-3544.46128112	
11494	-3525.498788543	-3524.183202208	-3543.499360838	
11495	-3527.791568951	-3528.106168219	-3549.423224639	
11496	-3521.432655179	-3529.177755174	-3541.429148071	
11497	-3520.990447653	-3526.826879696	-3536.199706023	
11498	-3521.143388675	-3528.718092456	-3540.713396049	
11499	-3520.763392546	-3528.085615039	-3539.701287846	
11500	-3520.379995401	-3520.379995401	-3542.138196306	
11501	-3520.156703172	-3531.951750591	-3538.338063194	
11502	-3520.156703172	-3522.918006633	-3542.083912679	
11503	-3520.207651687	-3523.086461208	-3542.848301147	
11504	-3523.086461208	-3520.207651687	-3542.848301147	
11505	-3520.956530342	-3520.956530342	-3533.483308488	
11506	-3520.366241743	-3534.719252409	-3532.74924628	
11507	-3520.194315642	-3533.337129727	-3531.665907284	
11508	-3520.194315642	-3533.337129727	-3531.665907284	
11509	-3520.160373849	-3531.631043387	-3545.647494543	
11510	-3520.160373849	-3531.631043387	-3545.647494543	
11511	-3520.160373849	-3531.631043387	-3545.647494543	
11512	-3520.160373849	-3531.631043387	-3545.647494543	
11513	-3520.160373849	-3536.161839694	-3535.722464229	
11514	-3520.293056623	-3523.471139576	-3527.021722095	
11515	-3524.253000786	-3528.267663292	-3543.761037302	
11516	-3524.253000786	-3528.267663292	-3543.761037302	
11517	-3525.580953325	-3529.237114418	-3542.954977487	
11518	-3520.238084526	-3530.308631291	-3531.045395987	
11519	-3520.238084526	-3531.045395987	-3530.308631291	
11520	-3530.138864059	-3520.238084526	-3536.136350852	
11521	-3523.383012561	-3527.427558325	-3536.92854792	
11522	-3523.831893467	-3528.07385536	-3538.164512326	
11523	-3520.159357928	-3526.550562119	-3523.296886393	
11524	-3520.159357928	-3523.296886393	-3526.550562119	
11525	-3520.159357928	-3523.296886393	-3526.550562119	
11526	-3520.159357928	-3523.296886393	-3526.550562119	
11527	-3520.556286783	-3523.466900542	-3526.492767334	
11528	-3520.556286783	-3523.466900542	-3526.492767334	
11529	-3523.466900542	-3520.556286783	-3526.492767334	
11530	-3523.466900542	-3528.312918043	-3536.835015878	
11531	-3522.802947175	-3531.906028512	-3540.715995129	
11532	-3526.431074121	-3530.458070638	-3530.332514698	
11533	-3526.431074121	-3530.458070638	-3530.332514698	
11534	-3520.556286783	-3523.466900542	-3537.073801118	
11535	-3520.932469119	-3520.932469119	-3544.5982754	
11536	-3520.932469119	-3531.484338911	-3541.252861552	
11537	-3520.932469119	-3524.385963592	-3551.944034027	
11538	-3524.385963592	-3520.932469119	-3551.944034027	
11539	-3520.932469119	-3537.618033467	-3543.603980536	
11540	-3523.919036585	-3520.932469119	-3542.95381723	
11541	-3523.919036585	-3520.932469119	-3542.95381723	
11542	-3523.919036585	-3528.459551335	-3541.035165938	
11543	-3521.743821983	-3532.061185796	-3540.691921106	
11544	-3521.300512484	-3531.800674446	-3540.500539324	
11545	-3520.619595731	-3531.523258114	-3540.372506111	
11546	-3520.160352389	-3531.978129488	-3541.154005843	
11547	-3520.160352389	-3531.978129488	-3541.154005843	
11548	-3526.961482895	-3524.521788103	-3537.192423092	
11549	-3524.521788103	-3526.961482895	-3537.192423092	
11550	-3526.770230637	-3520.160352389	-3528.391117426	
11551	-3522.762715256	-3522.762715256	-3531.704714372	
11552	-3522.383993453	-3522.383993453	-3535.593808957	
11553	-3521.565380465	-3521.565380465	-3534.142955828	
11554	-3520.32560384	-3520.32560384	-3537.060122399	
11555	-3520.170914608	-3520.170914608	-3538.042890927	
11556	-3520.170914608	-3520.170914608	-3538.042890927	
11557	-3520.191949189	-3520.191949189	-3537.375438274	
11558	-3521.324404223	-3526.239811646	-3541.274549819	
11559	-3523.293019921	-3525.021395046	-3549.321723316	
11560	-3523.293019921	-3525.021395046	-3549.321723316	
11561	-3523.293019921	-3525.021395046	-3549.321723316	
11562	-3520.298728199	-3522.640584835	-3539.937276846	
11563	-3520.278679695	-3522.631264136	-3539.961828546	
11564	-3522.631264136	-3523.862902207	-3543.482112492	
11565	-3526.653041235	-3523.296312511	-3533.921782803	
11566	-3530.614561837	-3530.482283068	-3545.825911736	
11567	-3520.278679695	-3543.000015583	-3532.94393329	
11568	-3520.278679695	-3525.480993514	-3536.468059085	
11569	-3520.278679695	-3525.480993514	-3536.468059085	
11570	-3520.278679695	-3540.171734657	-3533.964975176	
11571	-3520.278679695	-3533.964975176	-3540.171734657	
11572	-3520.278679695	-3532.997734927	-3534.633523224	
11573	-3520.155831698	-3533.483732234	-3535.122452451	
11574	-3522.658713201	-3524.290915221	-3534.591359787	
11575	-3524.290915221	-3522.658713201	-3534.591359787	
11576	-3520.155831698	-3532.529619898	-3543.773119611	
11577	-3520.288340782	-3533.160985437	-3545.065039927	
11578	-3520.201698419	-3529.885793224	-3538.072113396	
11579	-3520.583024704	-3529.756163015	-3537.595675941	
11580	-3520.19947736	-3538.080804457	-3529.89008012	
11581	-3523.115705065	-3524.239188176	-3533.382093663	
11582	-3524.239188176	-3523.115705065	-3533.382093663	
11583	-3520.19947736	-3530.5224156	-3532.552303575	
11584	-3520.690771459	-3534.855564076	-3532.37568398	
11585	-3520.690771459	-3534.855564076	-3532.37568398	
11586	-3520.690771459	-3534.855564076	-3532.37568398	
11587	-3522.003647284	-3531.105206019	-3532.736520262	
11588	-3522.003647284	-3530.933379659	-3528.270298067	
11589	-3520.224279698	-3526.630465378	-3527.043341285	
11590	-3520.224279698	-3524.109271689	-3538.010869881	
11591	-3520.224279698	-3524.109271689	-3538.010869881	
11592	-3520.224279698	-3524.109271689	-3538.010869881	
11593	-3520.224279698	-3524.109271689	-3538.010869881	
11594	-3520.224279698	-3524.109271689	-3538.010869881	
11595	-3520.27646595	-3531.49173507	-3539.343217794	
11596	-3521.261780715	-3534.014343647	-3526.993016098	
11597	-3527.204623875	-3527.50111527	-3539.799847171	
11598	-3520.199031925	-3520.199031925	-3540.77980707	
11599	-3520.199031925	-3520.199031925	-3540.77980707	
11600	-3520.660022315	-3524.17498205	-3539.631553724	
11601	-3520.660022315	-3526.824672181	-3538.992429051	
11602	-3520.777627216	-3527.030284045	-3539.287435792	
11603	-3527.030284045	-3520.777627216	-3539.287435792	
11604	-3520.166845116	-3525.540081614	-3536.896349488	
11605	-3520.155901111	-3530.27506006	-3537.086963098	
11606	-3520.272464704	-3528.561341729	-3541.370565136	
11607	-3520.272464704	-3528.561341729	-3541.370565136	
11608	-3520.272464704	-3528.561341729	-3541.370565136	
11609	-3520.272464704	-3520.272464704	-3544.638368844	
11610	-3520.272464704	-3520.272464704	-3544.638368844	
11611	-3520.272464704	-3520.272464704	-3544.638368844	
11612	-3526.87986492	-3522.726833723	-3538.631221121	
11613	-3523.211998301	-3524.203922468	-3537.950564741	
11614	-3523.211998301	-3534.630329715	-3535.014885911	
11615	-3523.370748759	-3520.164620367	-3541.214246878	
11616	-3520.164620367	-3523.370748759	-3541.214246878	
11617	-3520.164620367	-3522.746270699	-3535.114250365	
11618	-3520.164620367	-3522.746270699	-3535.114250365	
11619	-3520.164620367	-3526.967839508	-3542.161122313	
11620	-3523.211998301	-3529.859215044	-3541.354534901	
11621	-3520.164620367	-3524.624136194	-3534.808234772	
11622	-3520.365353188	-3525.001302411	-3535.711677608	
11623	-3527.344042166	-3527.874089049	-3543.233559342	
11624	-3527.344042166	-3527.874089049	-3543.233559342	
11625	-3520.729997298	-3528.637974146	-3546.702353172	
11626	-3530.201339681	-3522.928454788	-3523.882835746	
11627	-3522.928454788	-3523.882835746	-3530.201339681	
11628	-3522.928454788	-3523.882835746	-3530.201339681	
11629	-3520.311879165	-3523.271742375	-3531.896199801	
11630	-3520.311879165	-3523.271742375	-3531.896199801	
11631	-3520.311879165	-3531.478751299	-3543.114723264	
11632	-3520.245908814	-3534.165137608	-3527.956431511	
11633	-3520.245908814	-3534.165137608	-3527.956431511	
11634	-3520.158888242	-3528.074756986	-3534.487757892	
11635	-3520.158888242	-3545.425239822	-3541.146360502	
11636	-3530.532012347	-3520.218685389	-3536.653034109	
11637	-3523.276330938	-3526.546926123	-3536.653034109	
11638	-3520.218685389	-3530.532012347	-3536.653034109	
11639	-3520.178724087	-3537.491562236	-3531.019158163	
11640	-3520.161861782	-3530.692969964	-3536.959168968	
11641	-3520.161861782	-3528.355657202	-3534.029718316	
11642	-3523.584851251	-3523.584851251	-3535.267689839	
11643	-3520.716327398	-3525.356205437	-3531.953487426	
11644	-3520.710714588	-3525.348472775	-3531.941536888	
11645	-3520.659423614	-3530.526863478	-3534.033572179	
11646	-3520.659423614	-3534.033572179	-3530.526863478	
11647	-3522.920597542	-3526.647001371	-3528.259200666	
11648	-3523.564075435	-3529.299811585	-3547.99813378	
11649	-3520.156409906	-3524.432771598	-3540.980100281	
11650	-3520.156409906	-3524.432771598	-3540.980100281	
11651	-3525.738700903	-3531.390321743	-3541.24645432	
11652	-3521.858201952	-3526.740842948	-3549.700422871	
11653	-3521.358169188	-3526.103815434	-3548.513555358	
11654	-3521.358169188	-3526.103815434	-3548.513555358	
11655	-3521.319652082	-3533.245356703	-3539.008139875	
11656	-3520.746858259	-3536.655703427	-3529.624678036	
11657	-3520.167964294	-3535.061152197	-3528.372857914	
11658	-3520.406957913	-3528.097684048	-3534.520272447	
11659	-3526.866110081	-3531.408805942	-3530.704268639	
11660	-3526.860822218	-3530.775405933	-3531.480703684	
11661	-3527.285497406	-3530.766259105	-3531.480703684	
11662	-3523.562755354	-3528.593884489	-3537.425090494	
11663	-3523.562755354	-3528.593884489	-3537.425090494	
11664	-3522.743199291	-3527.455842983	-3535.65175385	
11665	-3522.743199291	-3527.455842983	-3535.65175385	
11666	-3522.743199291	-3527.455842983	-3535.65175385	
11667	-3520.16372906	-3531.301276533	-3537.453007438	
11668	-3520.245493085	-3530.88136098	-3536.699620565	
11669	-3520.245493085	-3524.247957997	-3540.856583421	
11670	-3520.245493085	-3524.247957997	-3540.856583421	
11671	-3520.469698039	-3524.871617735	-3543.473657241	
11672	-3528.423653469	-3523.278133199	-3542.524011287	
11673	-3523.903670986	-3527.45447853	-3542.524011287	
11674	-3520.224606417	-3528.474362529	-3537.654098256	
11675	-3520.224606417	-3524.610648514	-3544.555891279	
11676	-3520.224606417	-3520.224606417	-3545.688090856	
11677	-3523.350126558	-3520.224606417	-3534.766485633	
11678	-3520.23667983	-3523.372779953	-3534.821129516	
11679	-3520.23667983	-3523.372779953	-3534.821129516	
11680	-3520.23667983	-3520.23667983	-3531.231723234	
11681	-3520.23667983	-3539.146144954	-3538.583523635	
11682	-3520.459216712	-3540.042526781	-3539.479392039	
11683	-3520.157824616	-3538.305652157	-3537.743806129	
11684	-3520.157824616	-3538.305652157	-3537.743806129	
11685	-3520.597969948	-3537.508478388	-3536.948529641	
11686	-3520.597969948	-3537.508478388	-3536.948529641	
11687	-3520.597969948	-3535.17901147	-3540.323738752	
11688	-3520.198457632	-3536.233080885	-3541.400629471	
11689	-3521.002837252	-3535.222141831	-3540.358089274	
11690	-3520.406661507	-3535.233892114	-3540.383743176	
11691	-3520.176150535	-3536.091126675	-3541.257360563	
11692	-3520.176150535	-3536.091126675	-3541.257360563	
11693	-3520.176150535	-3526.854189277	-3535.536293956	
11694	-3520.345526902	-3527.306546225	-3536.13622597	
11695	-3520.345526902	-3524.54935937	-3544.009908172	
11696	-3520.345526902	-3524.54935937	-3544.009908172	
11697	-3520.345526902	-3523.089822711	-3531.461675903	
11698	-3520.345526902	-3531.461675903	-3523.089822711	
11699	-3520.345526902	-3523.715108958	-3531.461675903	
11700	-3520.400649293	-3523.800495624	-3531.548565409	
11701	-3523.360160933	-3524.617117823	-3537.90695953	
11702	-3523.360160933	-3524.617117823	-3537.90695953	
11703	-3520.338009225	-3526.703161799	-3550.597344529	
11704	-3523.198542444	-3520.444288235	-3539.832873095	
11705	-3520.444288235	-3529.080815563	-3538.918948453	
11706	-3523.476555798	-3532.247325478	-3543.444403316	
11707	-3520.195691834	-3524.70439157	-3529.396610937	
11708	-3520.429408118	-3525.099261559	-3529.953045092	
11709	-3521.156220274	-3529.12916768	-3535.604778589	
11710	-3521.016169276	-3531.941027674	-3528.740637928	
11711	-3520.160758306	-3526.994609089	-3529.750858855	
11712	-3520.160758306	-3529.750858855	-3526.994609089	
11713	-3520.160758306	-3524.354990004	-3534.260277253	
11714	-3520.160758306	-3522.689945684	-3534.78763853	
11715	-3520.311993956	-3523.036093259	-3535.597354791	
11716	-3521.34817539	-3521.34817539	-3530.819719441	
11717	-3520.574517342	-3520.574517342	-3530.505368814	
11718	-3520.574517342	-3520.574517342	-3530.505368814	
11719	-3520.574517342	-3520.574517342	-3530.505368814	
11720	-3521.484128716	-3521.484128716	-3534.049715287	
11721	-3523.469341499	-3530.284809966	-3545.150563008	
11722	-3522.795815106	-3529.36270113	-3543.251519972	
11723	-3520.191112871	-3532.372696021	-3543.168784581	
11724	-3520.792240422	-3531.7668085	-3541.356265537	
11725	-3520.163518733	-3531.970380897	-3542.3918364	
11726	-3521.234675442	-3534.798923105	-3546.977489864	
11727	-3521.234675442	-3534.798923105	-3546.977489864	
11728	-3520.702926021	-3531.739572494	-3541.391079744	
11729	-3520.702926021	-3531.739572494	-3541.391079744	
11730	-3520.156054595	-3532.10474983	-3542.668002506	
11731	-3521.21832596	-3534.76784916	-3546.931692668	
11732	-3521.43842981	-3525.968798016	-3526.998114791	
11733	-3530.161731792	-3525.955626805	-3544.681787952	
11734	-3522.701771591	-3522.701771591	-3551.639555444	
11735	-3521.23918196	-3521.23918196	-3548.268926193	
11736	-3524.321870841	-3525.517647606	-3551.641285831	
11737	-3523.324371863	-3524.518777331	-3549.329018173	
11738	-3526.950514734	-3527.507413059	-3548.085498027	
11739	-3523.341637896	-3522.676990099	-3536.884406228	
11740	-3520.402611318	-3527.523702688	-3541.83891609	
11741	-3522.650660143	-3523.841336125	-3540.633508052	
11742	-3523.841336125	-3522.650660143	-3540.633508052	
11743	-3522.873972677	-3524.067011543	-3541.281523542	
11744	-3521.124907385	-3527.607816756	-3550.300154031	
11745	-3523.821686001	-3523.779583772	-3549.684439516	
11746	-3523.779583772	-3523.821686001	-3549.684439516	
11747	-3524.255787378	-3524.297908169	-3550.514154963	
11748	-3524.255787378	-3524.297908169	-3550.514154963	
11749	-3524.297908169	-3524.255787378	-3550.514154963	
11750	-3524.297908169	-3529.703470376	-3540.521114356	
11751	-3527.935080551	-3522.930967832	-3539.121158343	
11752	-3520.250064617	-3520.250064617	-3531.65897212	
11753	-3520.250064617	-3520.250064617	-3531.65897212	
11754	-3520.250064617	-3527.573716897	-3533.170757467	
11755	-3520.213896277	-3527.861410256	-3537.810187589	
11756	-3526.878434392	-3522.652010904	-3536.801379574	
11757	-3524.451439365	-3529.86491974	-3532.943226347	
11758	-3524.451439365	-3532.943226347	-3529.86491974	
11759	-3520.449394175	-3528.972123585	-3543.794983713	
11760	-3520.177006131	-3537.015954366	-3542.240576841	
11761	-3520.209161699	-3542.435432332	-3537.209051154	
11762	-3520.209161699	-3537.209051154	-3542.435432332	
11763	-3525.105191875	-3524.31692262	-3544.038985985	
11764	-3527.030656248	-3526.55383283	-3540.437176271	
11765	-3523.182978964	-3531.269533599	-3541.393903365	
11766	-3520.297938525	-3525.479512368	-3538.567284323	
11767	-3520.218478229	-3522.830258848	-3536.294029294	
11768	-3520.218478229	-3522.830258848	-3536.294029294	
11769	-3520.218478229	-3522.830258848	-3536.294029294	
11770	-3520.218478229	-3522.830258848	-3536.294029294	
11771	-3520.218478229	-3522.830258848	-3536.294029294	
11772	-3520.218478229	-3522.830258848	-3536.294029294	
11773	-3520.218478229	-3523.107995333	-3532.478307661	
11774	-3520.211499376	-3522.886851301	-3531.819964576	
11775	-3520.211499376	-3531.515957583	-3536.774833447	
11776	-3520.290631229	-3531.435481577	-3536.589017349	
11777	-3524.451288203	-3522.726130597	-3538.638453057	
11778	-3522.788397141	-3524.507988994	-3537.662776927	
11779	-3520.475346217	-3527.867410137	-3540.869994795	
11780	-3523.362148061	-3531.088844029	-3535.26018837	
11781	-3521.25630371	-3527.189352384	-3544.043054795	
11782	-3522.636983682	-3525.450494909	-3542.246100144	
11783	-3522.636983682	-3525.450494909	-3542.246100144	
11784	-3520.291207	-3525.479841856	-3542.32842453	
11785	-3526.420461869	-3530.286719016	-3534.072555202	
11786	-3526.420461869	-3530.286719016	-3534.072555202	
11787	-3523.143573384	-3527.988300928	-3535.330876111	
11788	-3522.913924529	-3526.571107145	-3539.153544757	
11789	-3522.678887999	-3526.500417387	-3536.229921634	
11790	-3522.678887999	-3526.702432395	-3530.691782931	
11791	-3522.907240324	-3527.218800429	-3531.220091476	
11792	-3521.593601925	-3521.593601925	-3538.165209257	
11793	-3520.956539939	-3520.956539939	-3536.956724862	
11794	-3520.956539939	-3520.956539939	-3536.956724862	
11795	-3520.956539939	-3531.927759335	-3537.34157136	
11796	-3520.956539939	-3523.951066514	-3525.833821863	
11797	-3520.956539939	-3523.951066514	-3525.833821863	
11798	-3520.956539939	-3528.415276514	-3528.687330826	
11799	-3520.956539939	-3528.415276514	-3528.687330826	
11800	-3522.732905446	-3529.000721519	-3535.605361091	
11801	-3522.691028422	-3530.80319126	-3535.172382442	
11802	-3522.620894796	-3531.049223232	-3535.577586125	
11803	-3520.165248059	-3533.765761485	-3535.577586125	
11804	-3520.486120273	-3535.372344821	-3537.188891552	
11805	-3520.486120273	-3535.372344821	-3537.188891552	
11806	-3520.486626619	-3520.486626619	-3538.406394248	
11807	-3520.597529178	-3527.979642914	-3536.371347854	
11808	-3520.597529178	-3527.979642914	-3536.371347854	
11809	-3521.889100197	-3530.069191572	-3539.261217136	
11810	-3521.889100197	-3539.261217136	-3530.069191572	
11811	-3521.889100197	-3530.069191572	-3539.261217136	
11812	-3521.069741989	-3537.514234102	-3528.786585514	
11813	-3521.069741989	-3528.786585514	-3537.514234102	
11814	-3521.069741989	-3528.786585514	-3537.514234102	
11815	-3521.456078927	-3538.360316576	-3529.402482715	
11816	-3521.456078927	-3529.402482715	-3538.360316576	
11817	-3521.456078927	-3521.456078927	-3533.939483849	
11818	-3521.456078927	-3529.662862892	-3533.305254226	
11819	-3520.758185152	-3528.5246879	-3531.947117284	
11820	-3520.25214523	-3532.663269695	-3538.46861238	
11821	-3520.216986444	-3532.536527691	-3538.281222405	
11822	-3520.358900802	-3532.980574908	-3538.925436582	
11823	-3520.179160053	-3532.364814265	-3538.020893457	
11824	-3520.179160053	-3532.364814265	-3538.020893457	
11825	-3523.118450084	-3524.26392029	-3539.205239915	
11826	-3522.883839292	-3527.281523707	-3536.428598565	
11827	-3520.266310272	-3522.917490556	-3545.249509025	
11828	-3520.266310272	-3522.917490556	-3545.249509025	
11829	-3522.917490556	-3520.266310272	-3545.249509025	
11830	-3520.266310272	-3522.917490556	-3545.249509025	
11831	-3520.266310272	-3522.917490556	-3544.353225146	
11832	-3520.266310272	-3522.917490556	-3544.353225146	
11833	-3520.743920927	-3522.943336994	-3541.620071187	
11834	-3520.743920927	-3522.943336994	-3541.620071187	
11835	-3520.208788576	-3522.609365428	-3542.520272295	
11836	-3520.649112473	-3523.533999063	-3533.751136245	
11837	-3520.231586915	-3524.489189912	-3535.037058888	
11838	-3520.231586915	-3524.489189912	-3535.037058888	
11839	-3520.37953384	-3523.768166474	-3520.37953384	
11840	-3523.100744373	-3528.746281435	-3526.292026029	
11841	-3520.37953384	-3520.37953384	-3538.510966799	
11842	-3520.308880525	-3520.308880525	-3536.4949079	
11843	-3520.308880525	-3533.517687111	-3533.04330181	
11844	-3520.157435336	-3533.618589452	-3534.09399525	
11845	-3520.253524246	-3533.11292246	-3533.58751119	
11846	-3520.239491854	-3533.611141153	-3533.136493709	
11847	-3520.239491854	-3533.611141153	-3533.136493709	
11848	-3524.284632585	-3520.328596551	-3532.98399865	
11849	-3522.932794861	-3527.867244555	-3533.904598697	
11850	-3523.01436074	-3527.89476369	-3533.826726562	
11851	-3523.01436074	-3527.89476369	-3533.826726562	
11852	-3520.722788769	-3522.927018353	-3546.700328669	
11853	-3520.178491027	-3535.520077297	-3535.683509112	
11854	-3520.217889383	-3535.434121089	-3535.558045729	
11855	-3522.610778275	-3535.438365267	-3538.697757618	
11856	-3522.639201303	-3535.654342466	-3539.091994415	
11857	-3522.639201303	-3539.091994415	-3535.654342466	
11858	-3520.156961083	-3530.497494854	-3539.841470301	
11859	-3523.305297001	-3524.471909	-3531.764936461	
11860	-3523.305297001	-3524.471909	-3531.764936461	
11861	-3520.156961083	-3534.840553276	-3544.106226872	
11862	-3520.156961083	-3534.840553276	-3544.106226872	
11863	-3520.156961083	-3531.111834798	-3528.493305789	
11864	-3520.22844659	-3530.886106547	-3528.365655894	
11865	-3520.22844659	-3528.365655894	-3530.886106547	
11866	-3520.22844659	-3528.365655894	-3530.886106547	
11867	-3520.22844659	-3530.857584981	-3526.930016514	
11868	-3521.434022311	-3521.434022311	-3538.814504578	
11869	-3521.434022311	-3528.90008401	-3533.701754562	
11870	-3525.199572822	-3530.05507896	-3537.19941087	
11871	-3523.991533852	-3528.541297785	-3535.076794243	
11872	-3523.991533852	-3528.541297785	-3535.076794243	
11873	-3520.530141746	-3533.389043785	-3533.276876874	
11874	-3521.643143011	-3535.47997096	-3535.592296877	
11875	-3520.545505734	-3533.31238473	-3533.42455575	
11876	-3520.178225295	-3520.178225295	-3531.355835633	
11877	-3520.178225295	-3520.178225295	-3531.355835633	
11878	-3520.178225295	-3520.178225295	-3531.355835633	
11879	-3520.178225295	-3527.555008321	-3534.554490201	
11880	-3520.159678059	-3527.345136781	-3534.153059936	
11881	-3520.159678059	-3527.345136781	-3534.153059936	
11882	-3523.137449253	-3534.153059936	-3524.552260776	
11883	-3524.548603558	-3522.630077625	-3541.814771579	
11884	-3522.705371896	-3524.6194395	-3540.981310293	
11885	-3524.467436188	-3535.440471591	-3530.635219834	
11886	-3521.358590769	-3530.470091872	-3540.802621987	
11887	-3520.81964357	-3529.828471552	-3533.916925724	
11888	-3529.852450393	-3533.535409855	-3539.956361321	
11889	-3527.461691833	-3539.449616938	-3530.95994255	
11890	-3526.571663306	-3539.530518044	-3530.314185095	
11891	-3524.68454032	-3534.018647963	-3534.646125732	
11892	-3524.68454032	-3534.646125732	-3534.018647963	
11893	-3524.68454032	-3534.646125732	-3534.018647963	
11894	-3524.68454032	-3534.646125732	-3534.018647963	
11895	-3525.527455711	-3536.477048658	-3546.03847104	
11896	-3520.184210729	-3529.974019018	-3537.96037634	
11897	-3522.664620929	-3524.121071734	-3537.114214785	
11898	-3523.474094241	-3524.934696121	-3539.408970008	
11899	-3523.404061253	-3524.86450397	-3539.25607145	
11900	-3525.183712656	-3528.532072316	-3541.636538381	
11901	-3521.243078818	-3521.243078818	-3534.695670379	
11902	-3521.94926924	-3521.94926924	-3535.98511247	
11903	-3520.382150642	-3520.382150642	-3532.870156345	
11904	-3520.653322525	-3525.421702087	-3537.785670348	
11905	-3520.958529063	-3520.958529063	-3544.04915384	
11906	-3520.958529063	-3520.958529063	-3544.04915384	
11907	-3520.23192782	-3520.23192782	-3541.333276229	
11908	-3522.081119928	-3522.081119928	-3547.073339491	
11909	-3522.081119928	-3522.081119928	-3530.431358336	
11910	-3522.081119928	-3527.276593745	-3539.957176506	
11911	-3521.956286395	-3530.548748666	-3525.862160527	
11912	-3521.664159513	-3521.664159513	-3543.736870539	
11913	-3521.664159513	-3521.664159513	-3543.736870539	
11914	-3520.571371548	-3520.571371548	-3540.888093136	
11915	-3520.430523912	-3527.580010662	-3542.201341623	
11916	-3525.100936457	-3523.220100194	-3534.000170849	
11917	-3523.17842959	-3525.059103179	-3533.943798773	
11918	-3524.372496584	-3529.395161831	-3541.908062476	
11919	-3524.372496584	-3535.521318249	-3537.553405551	
11920	-3524.156510111	-3535.060673945	-3537.171237513	
11921	-3520.268376998	-3535.361813233	-3540.463822563	
11922	-3520.268376998	-3535.361813233	-3540.463822563	
11923	-3522.710113636	-3524.300468918	-3526.812602034	
11924	-3522.945613331	-3526.777100951	-3533.565209329	
11925	-3520.156670479	-3531.815551662	-3541.19728847	
11926	-3520.187947193	-3532.050926079	-3541.63615782	
11927	-3520.163757931	-3531.662777341	-3540.88518562	
11928	-3520.163757931	-3524.12119375	-3541.515053058	
11929	-3520.163757931	-3524.12119375	-3541.515053058	
11930	-3520.163757931	-3524.12119375	-3541.515053058	
11931	-3520.465088385	-3524.234323408	-3540.687356404	
11932	-3520.465088385	-3524.234323408	-3540.687356404	
11933	-3520.159434451	-3531.479161473	-3541.156404446	
11934	-3520.167046823	-3545.592445964	-3534.196586222	
11935	-3520.160892205	-3534.24982515	-3545.661864974	
11936	-3520.900418201	-3533.766237389	-3544.835060079	
11937	-3524.637440562	-3533.878868354	-3542.937302016	
11938	-3524.637440562	-3542.937302016	-3533.878868354	
11939	-3520.832529814	-3529.326110453	-3543.541987367	
