Sweep	n_mod	n_accept	n_mod_0_1	n_accept_0_1	n_mod_1_0	n_accept_1_0
12999	12	2	4	0	8	2
13004	17	3	12	3	5	0
13009	17	7	7	3	10	4
13010	16	6	10	3	6	3
13011	16	7	8	4	8	3
13015	13	6	3	2	10	4
13018	12	4	5	3	7	1
13020	14	5	7	2	7	3
13023	8	3	2	0	6	3
13025	10	0	5	0	5	0
13027	10	4	8	4	2	0
13029	13	7	5	3	8	4
13034	11	4	5	3	6	1
13035	19	7	10	3	9	4
13036	15	6	5	2	10	4
13037	9	3	2	1	7	2
13039	20	8	13	7	7	1
13040	15	6	4	0	11	6
13042	6	1	1	1	5	0
13044	17	4	11	3	6	1
13045	17	4	9	2	8	2
13046	14	4	4	1	10	3
13047	12	3	6	2	6	1
13049	18	5	13	3	5	2
13051	18	7	10	3	8	4
13052	11	3	5	2	6	1
13053	21	11	13	8	8	3
13054	17	7	6	1	11	6
13056	17	6	10	3	7	3
13057	17	7	9	4	8	3
13058	14	7	4	2	10	5
13061	15	7	7	5	8	2
13067	12	4	5	0	7	4
13068	13	7	7	6	6	1
13069	17	6	11	5	6	1
13072	20	13	9	4	11	9
13073	12	5	6	3	6	2
13076	14	8	7	4	7	4
13078	18	9	9	4	9	5
13079	17	6	8	2	9	4
13080	15	7	8	5	7	2
13081	17	8	8	3	9	5
13082	17	8	9	5	8	3
13085	15	8	6	3	9	5
13086	21	11	12	6	9	5
13089	14	6	5	3	9	3
13091	16	8	6	4	10	4
13092	19	9	9	5	10	4
13093	19	11	9	6	10	5
13094	19	9	7	3	12	6
13095	15	4	7	1	8	3
13096	14	7	7	4	7	3
13098	16	6	8	4	8	2
13099	12	4	4	1	8	3
13100	9	3	5	2	4	1
13102	18	5	11	4	7	1
13104	19	8	9	2	10	6
13105	10	3	4	2	6	1
13106	18	9	9	5	9	4
13108	15	6	9	3	6	3
13110	20	8	11	3	9	5
13113	17	9	10	5	7	4
13114	13	5	6	3	7	2
13115	18	5	8	2	10	3
13116	10	5	4	3	6	2
13119	16	8	6	3	10	5
13120	15	7	8	5	7	2
13125	20	5	8	1	12	4
13126	14	6	7	5	7	1
13127	26	6	14	2	12	4
13131	13	5	5	3	8	2
13136	18	10	7	3	11	7
13139	16	6	9	4	7	2
13140	12	4	4	1	8	3
13142	17	7	11	5	6	2
13145	18	7	8	2	10	5
13148	12	3	4	1	8	2
13150	13	1	7	0	6	1
13151	11	4	5	4	6	0
13155	16	9	8	5	8	4
13156	21	13	14	7	7	6
13161	21	15	13	9	8	6
13164	19	9	7	3	12	6
13165	18	6	7	2	11	4
13166	13	8	4	4	9	4
13168	14	5	5	1	9	4
13170	9	3	4	2	5	1
13172	13	5	6	3	7	2
13174	10	4	3	1	7	3
13176	13	4	6	3	7	1
13177	14	5	7	4	7	1
13180	12	5	2	0	10	5
13183	13	4	8	3	5	1
13188	17	6	9	3	8	3
13189	16	10	8	6	8	4
13190	14	4	9	2	5	2
13193	15	3	7	0	8	3
13194	12	3	7	3	5	0
13199	16	8	7	5	9	3
13207	20	11	11	7	9	4
13210	18	11	6	3	12	8
13211	16	8	7	4	9	4
13212	13	6	3	2	10	4
13213	15	7	8	5	7	2
13214	16	10	4	3	12	7
13215	15	4	9	3	6	1
13216	14	7	8	5	6	2
13218	23	12	11	4	12	8
13219	13	4	5	1	8	3
13220	12	0	6	0	6	0
13221	15	7	9	6	6	1
13225	19	9	9	3	10	6
13226	13	2	6	1	7	1
13234	14	5	5	3	9	2
13235	13	6	4	3	9	3
13236	13	4	5	2	8	2
13238	12	6	3	3	9	3
13239	14	6	7	4	7	2
13240	17	6	9	4	8	2
13247	22	9	12	5	10	4
13251	20	10	7	3	13	7
13252	12	4	8	1	4	3
13255	17	5	8	2	9	3
13256	15	6	7	4	8	2
13258	12	5	5	2	7	3
13260	16	6	9	4	7	2
13261	20	9	10	5	10	4
13262	18	4	8	1	10	3
13263	18	10	10	7	8	3
13264	18	9	9	5	9	4
13267	23	11	8	3	15	8
13268	17	8	11	6	6	2
13271	20	10	8	4	12	6
13273	19	11	8	5	11	6
13274	14	9	8	6	6	3
13276	22	12	10	5	12	7
13277	12	5	5	2	7	3
13279	16	9	9	5	7	4
13281	17	13	8	6	9	7
13282	14	4	8	3	6	1
13283	16	9	7	5	9	4
13284	16	9	4	2	12	7
13285	16	9	8	6	8	3
13287	21	8	10	4	11	4
13288	18	6	8	3	10	3
13290	17	8	8	4	9	4
13295	20	10	12	8	8	2
13299	23	16	8	4	15	12
13302	18	9	12	6	6	3
13303	15	7	4	2	11	5
13309	18	9	11	6	7	3
13310	19	10	9	5	10	5
13313	19	11	10	5	9	6
13314	18	6	7	1	11	5
13315	16	8	9	6	7	2
13316	19	7	11	2	8	5
13320	17	6	10	5	7	1
13321	13	8	5	3	8	5
13322	24	11	14	7	10	4
13323	19	11	8	5	11	6
13325	17	9	5	2	12	7
13326	16	6	10	5	6	1
13329	16	8	8	5	8	3
13333	15	5	6	2	9	3
13336	19	9	10	5	9	4
13337	23	12	10	4	13	8
13342	16	9	9	6	7	3
13343	14	7	4	1	10	6
13344	11	0	6	0	5	0
13346	12	4	7	3	5	1
13347	15	6	6	2	9	4
13353	15	4	7	2	8	2
13354	15	6	7	4	8	2
13355	15	8	7	5	8	3
13357	20	8	11	4	9	4
13359	20	8	8	2	12	6
13363	11	4	4	2	7	2
13364	13	4	7	3	6	1
13366	16	6	7	3	9	3
13367	13	5	6	3	7	2
13368	13	5	3	1	10	4
13369	17	5	10	3	7	2
13370	16	6	8	3	8	3
13378	15	6	7	3	8	3
13379	15	8	7	5	8	3
13382	13	6	4	2	9	4
13385	16	6	9	4	7	2
13388	18	8	9	3	9	5
13390	16	7	7	4	9	3
13391	14	5	6	2	8	3
13392	14	7	6	4	8	3
13398	15	6	6	2	9	4
13399	15	4	8	3	7	1
13401	19	6	10	2	9	4
13403	9	3	4	2	5	1
13406	16	6	8	4	8	2
13407	17	8	7	4	10	4
13409	13	7	4	3	9	4
13412	17	7	8	4	9	3
13414	16	4	7	1	9	3
13415	22	10	13	7	9	3
13416	19	9	9	3	10	6
13417	14	4	8	2	6	2
13419	17	10	9	6	8	4
13426	21	10	12	4	9	6
13428	16	9	8	5	8	4
13431	20	12	9	7	11	5
13436	19	10	11	5	8	5
13437	15	8	6	4	9	4
13439	18	8	7	2	11	6
13440	13	4	7	3	6	1
13441	12	7	6	3	6	4
13442	17	8	9	6	8	2
13444	16	10	6	5	10	5
13446	17	10	8	4	9	6
13447	22	12	10	6	12	6
13455	19	10	8	5	11	5
13456	14	5	4	0	10	5
13465	17	7	12	7	5	0
13466	17	8	7	2	10	6
13467	15	5	6	1	9	4
13468	17	5	10	3	7	2
13471	14	4	8	3	6	1
13472	17	7	10	5	7	2
13473	16	7	7	3	9	4
13476	16	6	8	3	8	3
13478	20	11	12	6	8	5
13479	15	7	7	3	8	4
13482	16	8	5	3	11	5
13483	19	8	10	5	9	3
13485	18	8	6	2	12	6
13486	15	3	8	2	7	1
13489	11	3	6	2	5	1
13495	16	8	7	4	9	4
13496	17	7	10	4	7	3
13498	15	9	4	4	11	5
13506	13	4	4	2	9	2
13508	14	5	5	2	9	3
13509	13	4	7	3	6	1
13511	16	6	7	3	9	3
13512	18	4	8	0	10	4
13515	12	3	6	2	6	1
13516	17	6	10	4	7	2
13517	13	5	5	1	8	4
13518	17	7	10	5	7	2
13519	13	7	6	3	7	4
13521	14	8	6	4	8	4
13522	11	2	6	1	5	1
13525	14	5	6	2	8	3
13527	19	7	13	5	6	2
13528	15	4	6	1	9	3
13533	15	5	8	3	7	2
13534	16	3	8	1	8	2
13537	14	5	8	3	6	2
13538	14	5	5	2	9	3
13542	16	2	9	1	7	1
13543	15	4	6	1	9	3
13544	17	5	11	4	6	1
13545	14	5	9	3	5	2
13546	16	11	7	6	9	5
13547	15	7	4	1	11	6
13550	19	4	12	3	7	1
13552	15	6	6	3	9	3
13553	12	7	7	5	5	2
13556	23	11	11	6	12	5
13558	17	8	6	4	11	4
13559	20	10	7	4	13	6
13561	16	7	5	3	11	4
13563	15	8	8	5	7	3
13566	17	7	8	2	9	5
13567	14	8	6	5	8	3
13569	15	8	7	5	8	3
13570	14	7	6	2	8	5
13574	15	5	7	3	8	2
13575	14	5	4	1	10	4
13576	16	5	9	4	7	1
13577	14	5	6	2	8	3
13580	19	7	12	4	7	3
13581	15	5	8	3	7	2
13584	17	6	7	2	10	4
13586	21	9	14	6	7	3
13587	18	7	8	2	10	5
13589	14	6	6	2	8	4
13594	12	4	4	2	8	2
13596	16	8	10	6	6	2
13598	20	10	10	4	10	6
13600	14	7	4	3	10	4
13606	12	3	6	2	6	1
13607	15	7	6	3	9	4
13610	9	3	5	2	4	1
13614	16	8	9	6	7	2
13615	20	9	6	3	14	6
13618	18	4	7	1	11	3
13619	18	7	9	5	9	2
13620	19	10	9	4	10	6
13622	9	4	5	3	4	1
13623	18	6	8	2	10	4
13624	11	1	5	0	6	1
13627	13	5	7	3	6	2
13628	15	8	7	4	8	4
13629	16	8	7	4	9	4
13630	14	10	8	7	6	3
13632	24	14	12	7	12	7
13633	19	9	8	4	11	5
13634	18	9	8	5	10	4
13636	14	8	4	3	10	5
13638	19	11	8	5	11	6
13639	16	9	7	4	9	5
13640	12	5	4	1	8	4
13641	22	9	17	8	5	1
13643	19	10	7	5	12	5
13647	14	9	3	2	11	7
13649	15	7	9	6	6	1
13652	22	11	10	4	12	7
13657	19	8	9	4	10	4
13658	16	9	9	4	7	5
13660	15	12	9	9	6	3
13661	20	10	6	2	14	8
13662	17	9	8	5	9	4
13665	16	8	7	3	9	5
13666	12	4	4	2	8	2
13668	15	6	9	4	6	2
13670	13	7	3	2	10	5
13673	11	2	4	0	7	2
13675	10	2	4	2	6	0
13676	18	8	13	6	5	2
13680	16	5	5	2	11	3
13682	16	7	6	3	10	4
13683	15	5	5	3	10	2
13684	21	5	13	3	8	2
13687	21	10	11	6	10	4
13688	19	9	6	2	13	7
13692	16	6	10	4	6	2
13693	15	8	5	3	10	5
13694	15	6	8	3	7	3
13695	12	7	6	5	6	2
13699	14	8	4	3	10	5
13706	19	9	10	5	9	4
13710	17	6	7	2	10	4
13712	9	2	1	1	8	1
13715	14	8	5	5	9	3
13716	20	13	12	8	8	5
13717	22	12	11	5	11	7
13718	17	5	8	1	9	4
13719	17	5	9	3	8	2
13720	16	6	8	3	8	3
13722	11	2	5	1	6	1
13723	16	8	9	4	7	4
13726	13	4	5	1	8	3
13727	16	5	9	3	7	2
13728	13	5	7	2	6	3
13730	17	8	11	7	6	1
13734	23	9	12	3	11	6
13737	20	9	11	5	9	4
13738	24	8	13	3	11	5
13740	16	6	7	3	9	3
13742	14	3	4	0	10	3
13743	10	2	4	1	6	1
13745	10	3	5	2	5	1
13746	13	6	7	4	6	2
13750	15	7	5	3	10	4
13751	17	6	8	4	9	2
13753	17	6	7	3	10	3
13754	13	8	3	3	10	5
13755	14	4	8	2	6	2
13756	14	4	9	3	5	1
13757	20	7	10	4	10	3
13758	19	4	10	2	9	2
13760	14	5	6	1	8	4
13763	15	7	10	5	5	2
13766	13	7	3	2	10	5
13767	19	6	11	4	8	2
13768	15	6	6	2	9	4
13770	21	8	13	6	8	2
13772	20	8	10	3	10	5
13775	18	8	9	3	9	5
13776	13	2	6	1	7	1
13780	14	4	6	2	8	2
13782	16	6	8	4	8	2
13783	15	7	8	4	7	3
13786	18	5	8	2	10	3
13787	14	5	5	1	9	4
13788	12	6	6	5	6	1
13789	20	10	10	5	10	5
13790	18	10	9	4	9	6
13793	9	4	2	1	7	3
13794	12	4	4	2	8	2
13797	14	4	9	3	5	1
13798	15	7	8	5	7	2
13800	17	12	7	6	10	6
13802	13	7	3	2	10	5
13804	13	5	5	2	8	3
13806	13	6	6	4	7	2
13807	16	9	6	4	10	5
13808	14	6	5	2	9	4
13811	14	3	6	1	8	2
13820	11	4	4	3	7	1
13822	16	6	8	3	8	3
13823	20	6	13	5	7	1
13824	17	8	9	4	8	4
13827	17	9	7	4	10	5
13828	19	8	9	4	10	4
13830	16	9	7	5	9	4
13831	22	12	12	5	10	7
13834	17	8	8	4	9	4
13835	20	10	9	5	11	5
13837	15	5	5	2	10	3
13838	16	5	8	2	8	3
13839	13	4	6	2	7	2
13843	13	9	6	5	7	4
13844	13	3	4	0	9	3
13845	13	3	6	2	7	1
13846	12	4	4	2	8	2
13850	15	4	7	3	8	1
13852	17	4	8	2	9	2
13855	16	7	8	3	8	4
13858	13	7	6	5	7	2
13859	14	6	5	3	9	3
13865	17	9	5	3	12	6
13866	18	5	10	4	8	1
13867	16	3	5	0	11	3
13868	21	4	13	2	8	2
13872	13	6	7	4	6	2
13873	17	7	6	4	11	3
13874	16	6	5	2	11	4
13876	19	8	10	5	9	3
13877	17	11	7	5	10	6
13879	12	7	4	2	8	5
13880	14	4	8	2	6	2
13881	12	4	6	2	6	2
13882	9	3	4	3	5	0
13883	18	4	9	0	9	4
13884	17	6	10	5	7	1
13891	16	8	8	3	8	5
13892	13	5	6	2	7	3
13893	11	1	4	0	7	1
13895	18	6	11	5	7	1
13896	18	9	7	4	11	5
13897	12	4	4	1	8	3
13899	16	7	10	6	6	1
13902	17	10	5	4	12	6
13905	14	6	7	3	7	3
13906	22	11	13	7	9	4
13909	20	12	8	4	12	8
13910	15	8	7	5	8	3
13912	15	10	6	5	9	5
13916	16	8	7	2	9	6
13917	15	8	9	6	6	2
13922	17	10	5	3	12	7
13924	19	8	12	5	7	3
13929	18	4	10	1	8	3
13931	13	5	8	4	5	1
13932	17	5	7	0	10	5
13933	12	3	6	3	6	0
13937	19	7	11	5	8	2
13939	18	8	8	3	10	5
13940	15	7	7	4	8	3
13943	14	7	5	2	9	5
13947	15	5	8	4	7	1
13948	19	5	11	3	8	2
13949	18	9	10	5	8	4
13950	21	12	9	6	12	6
13953	16	6	6	2	10	4
13954	17	7	9	3	8	4
13955	16	6	7	3	9	3
13957	21	11	11	6	10	5
13958	16	8	8	5	8	3
13962	14	8	5	2	9	6
13964	22	10	14	7	8	3
13966	15	8	3	2	12	6
13967	12	6	5	3	7	3
13973	21	8	12	5	9	3
13974	13	7	4	2	9	5
13975	19	6	11	4	8	2
13976	18	7	8	3	10	4
13977	14	4	8	2	6	2
13979	21	11	12	7	9	4
13980	15	6	6	1	9	5
13982	8	4	3	3	5	1
13983	13	4	5	2	8	2
13984	16	9	8	5	8	4
13987	18	8	8	3	10	5
13988	11	4	3	2	8	2
13990	10	4	3	2	7	2
13992	15	3	9	2	6	1
13993	17	5	10	2	7	3
14002	15	6	9	4	6	2
14006	19	7	12	4	7	3
14007	15	4	6	1	9	3
14009	15	4	7	2	8	2
14012	17	7	7	4	10	3
14018	22	8	12	4	10	4
14019	16	9	7	5	9	4
14024	14	5	5	2	9	3
14025	17	6	7	2	10	4
14028	13	5	7	4	6	1
14030	16	4	7	1	9	3
14032	13	6	6	4	7	2
14033	20	12	10	5	10	7
14036	18	5	10	3	8	2
14038	15	5	5	2	10	3
14039	11	4	3	2	8	2
14046	18	8	11	6	7	2
14047	21	10	10	4	11	6
14049	20	9	8	5	12	4
14050	22	11	12	6	10	5
14052	13	7	7	3	6	4
14054	21	8	9	3	12	5
14056	17	9	7	5	10	4
14057	16	4	6	1	10	3
14058	14	4	5	0	9	4
14063	11	2	5	2	6	0
14064	17	7	10	4	7	3
14067	14	8	7	6	7	2
14074	24	18	12	10	12	8
14080	17	10	5	2	12	8
14082	12	5	3	2	9	3
14085	11	5	5	3	6	2
14086	16	5	9	3	7	2
14088	12	4	6	2	6	2
14092	14	9	8	5	6	4
14093	20	9	11	4	9	5
14095	15	8	7	5	8	3
14096	19	7	8	2	11	5
14098	13	3	7	2	6	1
14100	14	7	4	3	10	4
14101	15	8	8	5	7	3
14102	13	7	5	2	8	5
14105	14	4	6	2	8	2
14108	16	7	9	5	7	2
14109	18	8	8	4	10	4
14111	21	8	11	4	10	4
14115	13	5	5	2	8	3
14117	15	6	8	4	7	2
14118	15	6	7	2	8	4
14121	17	7	8	4	9	3
14122	17	9	9	4	8	5
14126	6	2	0	0	6	2
14127	11	5	5	4	6	1
14130	19	10	9	6	10	4
14131	18	7	10	3	8	4
14135	15	8	5	3	10	5
14136	20	13	12	9	8	4
14138	24	12	14	6	10	6
14140	21	11	8	3	13	8
14142	17	6	8	2	9	4
14143	19	9	12	6	7	3
14147	16	9	5	3	11	6
14148	14	6	7	5	7	1
14151	28	14	20	9	8	5
14152	25	11	10	3	15	8
14153	10	5	4	3	6	2
14154	13	7	4	3	9	4
14157	17	7	6	3	11	4
14160	19	7	10	4	9	3
14164	16	5	6	1	10	4
14165	18	6	10	4	8	2
14167	15	6	7	3	8	3
14168	13	5	5	2	8	3
14171	16	4	7	1	9	3
14173	15	7	8	6	7	1
14174	18	7	9	3	9	4
14177	19	9	9	4	10	5
14178	15	7	7	4	8	3
14180	16	7	7	3	9	4
14181	19	7	11	5	8	2
14182	20	9	7	2	13	7
14183	13	7	5	5	8	2
14184	19	7	9	2	10	5
14185	15	3	8	2	7	1
14187	9	2	2	1	7	1
14188	17	5	9	4	8	1
14189	16	8	8	5	8	3
14190	18	6	7	0	11	6
14191	16	5	9	4	7	1
14193	11	6	4	3	7	3
14194	13	4	4	1	9	3
14199	12	4	4	1	8	3
14200	12	3	7	3	5	0
14201	14	5	6	2	8	3
14202	18	5	10	3	8	2
14204	16	7	7	5	9	2
14206	16	9	6	3	10	6
14208	14	7	5	4	9	3
14209	16	5	9	2	7	3
14211	17	6	7	2	10	4
14212	12	5	5	3	7	2
14213	11	2	3	0	8	2
14214	10	5	4	3	6	2
14215	17	7	13	5	4	2
14216	19	8	9	4	10	4
14217	21	9	12	6	9	3
14218	21	12	9	5	12	7
14219	15	7	6	4	9	3
14221	20	12	8	4	12	8
14226	13	2	7	2	6	0
14227	13	5	5	1	8	4
14228	15	7	11	6	4	1
14229	14	8	6	4	8	4
14230	19	9	8	4	11	5
14231	18	7	8	2	10	5
14232	9	4	3	2	6	2
14235	15	5	6	3	9	2
14236	20	9	11	6	9	3
14238	19	10	12	6	7	4
14240	20	8	8	3	12	5
14243	20	9	9	3	11	6
14245	18	8	8	4	10	4
14246	18	9	10	5	8	4
14247	14	6	7	4	7	2
14250	17	12	8	6	9	6
14251	18	10	7	5	11	5
14252	10	4	4	1	6	3
14254	13	6	4	3	9	3
14255	18	9	9	5	9	4
14257	22	11	11	6	11	5
14258	18	12	6	4	12	8
14260	19	7	10	4	9	3
14262	16	6	7	3	9	3
14263	13	8	5	4	8	4
14264	18	8	9	6	9	2
14269	18	7	7	1	11	6
14270	15	5	7	3	8	2
14271	9	3	2	2	7	1
14272	17	6	6	1	11	5
14273	11	3	4	2	7	1
14276	15	5	11	4	4	1
14277	17	6	10	3	7	3
14278	20	11	10	6	10	5
14279	23	8	14	4	9	4
14282	14	5	4	1	10	4
14283	11	5	5	2	6	3
14284	10	4	3	2	7	2
14285	11	2	4	2	7	0
14287	16	10	8	6	8	4
14288	19	9	9	3	10	6
14289	20	7	12	6	8	1
14290	21	6	11	2	10	4
14295	17	9	7	3	10	6
14296	15	8	8	5	7	3
14298	13	6	7	4	6	2
14299	19	8	7	1	12	7
14300	14	4	8	3	6	1
14305	16	7	9	5	7	2
14308	16	8	6	3	10	5
14310	11	3	2	0	9	3
14311	15	3	8	2	7	1
14313	14	5	8	4	6	1
14314	17	11	10	7	7	4
14316	20	13	8	5	12	8
14317	18	11	8	7	10	4
14320	22	12	9	4	13	8
14321	20	12	11	8	9	4
14323	19	8	6	1	13	7
14324	14	6	6	4	8	2
14327	13	5	8	3	5	2
14328	17	8	9	5	8	3
14333	16	7	4	1	12	6
14334	16	5	11	4	5	1
14336	11	4	4	1	7	3
14338	15	6	6	4	9	2
14339	18	11	9	6	9	5
14340	18	5	8	1	10	4
14341	15	4	6	3	9	1
14342	20	10	10	5	10	5
14344	18	10	8	5	10	5
14347	21	11	12	6	9	5
14348	16	9	6	3	10	6
14351	15	5	8	4	7	1
14353	15	5	4	0	11	5
14356	14	6	7	5	7	1
14358	21	9	11	5	10	4
14359	18	8	8	4	10	4
14362	12	3	5	0	7	3
14364	13	7	9	6	4	1
14366	15	7	4	1	11	6
14371	16	6	10	5	6	1
14373	19	13	7	5	12	8
14376	14	7	5	3	9	4
14377	19	6	11	4	8	2
14378	14	6	5	2	9	4
14379	16	6	7	3	9	3
14380	14	8	8	6	6	2
14383	17	8	6	2	11	6
14386	21	9	13	7	8	2
14387	15	8	2	2	13	6
14388	18	8	10	6	8	2
14389	14	8	6	3	8	5
14390	19	9	8	4	11	5
14391	12	4	1	0	11	4
14392	13	6	8	5	5	1
14393	15	9	7	6	8	3
14395	21	10	13	4	8	6
14396	15	6	7	3	8	3
14397	16	8	6	3	10	5
14398	14	5	9	3	5	2
14399	13	6	6	4	7	2
14402	17	8	7	3	10	5
14405	15	6	7	4	8	2
14410	17	7	8	2	9	5
14412	11	3	3	0	8	3
14413	16	8	10	8	6	0
14414	16	9	5	3	11	6
14415	12	5	3	2	9	3
14416	12	5	3	2	9	3
14420	14	6	7	2	7	4
14421	12	4	5	1	7	3
14423	13	6	9	6	4	0
14424	15	8	7	5	8	3
14427	20	11	6	2	14	9
14428	12	3	5	2	7	1
14430	10	4	4	2	6	2
14431	13	5	6	3	7	2
14434	18	7	10	4	8	3
14435	19	6	10	2	9	4
14436	19	6	12	5	7	1
14442	14	7	4	2	10	5
14443	10	4	5	2	5	2
14444	11	4	2	1	9	3
14445	12	3	7	2	5	1
14446	20	4	12	3	8	1
14448	16	6	6	3	10	3
14449	18	8	8	5	10	3
14450	19	9	9	3	10	6
14451	20	11	12	8	8	3
14452	16	9	5	3	11	6
14453	16	7	9	4	7	3
14454	13	6	4	2	9	4
14458	12	4	7	2	5	2
14459	16	8	7	4	9	4
14460	15	8	6	4	9	4
14462	17	9	9	6	8	3
14463	19	10	8	3	11	7
14464	12	5	6	3	6	2
14465	17	5	9	3	8	2
14466	14	3	6	1	8	2
14467	16	7	8	3	8	4
14468	14	7	7	6	7	1
14469	19	7	8	3	11	4
14472	15	7	7	3	8	4
14478	22	11	13	7	9	4
14479	19	11	8	4	11	7
14481	19	7	8	2	11	5
14482	15	8	8	5	7	3
14486	16	6	7	3	9	3
14487	21	10	10	5	11	5
14489	14	8	8	4	6	4
14493	19	11	11	7	8	4
14494	14	4	4	0	10	4
14495	16	8	7	4	9	4
14496	15	9	6	4	9	5
14500	16	7	8	5	8	2
14503	22	11	11	5	11	6
14504	17	9	9	5	8	4
14505	21	9	10	3	11	6
14506	15	6	7	3	8	3
14507	19	9	13	7	6	2
14508	19	10	6	2	13	8
14511	15	7	9	5	6	2
14513	17	9	8	4	9	5
14515	11	6	4	2	7	4
14516	15	5	10	3	5	2
14523	16	8	7	4	9	4
14524	17	6	9	3	8	3
14525	13	4	7	2	6	2
14526	18	7	9	4	9	3
14527	18	9	9	4	9	5
14528	16	6	8	3	8	3
14533	12	4	7	2	5	2
14539	13	1	4	0	9	1
14541	12	5	6	4	6	1
14542	18	10	10	6	8	4
14544	20	11	8	6	12	5
14545	21	11	10	6	11	5
14546	21	11	12	7	9	4
14548	22	10	9	4	13	6
14549	18	11	4	3	14	8
14550	15	7	5	4	10	3
14551	24	10	13	5	11	5
14552	15	7	4	3	11	4
14554	18	6	7	3	11	3
14557	12	3	4	1	8	2
14558	11	4	3	2	8	2
14562	20	7	11	4	9	3
14563	14	4	6	1	8	3
14564	16	6	9	5	7	1
14565	18	9	8	3	10	6
14566	23	8	15	5	8	3
14568	13	5	3	1	10	4
14570	15	8	7	5	8	3
14572	21	14	10	8	11	6
14573	19	10	7	4	12	6
14575	17	10	8	5	9	5
14576	17	6	9	3	8	3
14577	16	7	7	2	9	5
14578	13	4	7	2	6	2
14580	12	4	5	2	7	2
14584	15	5	9	2	6	3
14587	10	2	5	2	5	0
14588	16	7	9	4	7	3
14589	11	4	4	3	7	1
14590	19	7	10	5	9	2
14591	19	12	6	2	13	10
14595	14	4	9	3	5	1
14597	16	6	8	3	8	3
14598	19	6	10	3	9	3
14601	15	5	7	2	8	3
14602	16	8	8	6	8	2
14603	13	4	5	0	8	4
14607	11	3	5	2	6	1
14608	8	1	5	1	3	0
14609	22	8	12	4	10	4
14617	15	7	9	3	6	4
14619	18	5	10	3	8	2
14620	18	7	10	3	8	4
14621	14	6	7	4	7	2
14624	18	9	8	4	10	5
14625	14	6	6	3	8	3
14628	15	6	8	5	7	1
14631	15	8	5	2	10	6
14634	14	1	4	0	10	1
14637	16	6	11	6	5	0
14640	19	10	8	3	11	7
14641	20	4	9	1	11	3
14642	15	7	7	5	8	2
14644	17	7	8	3	9	4
14646	20	10	9	6	11	4
14647	23	9	10	2	13	7
14648	15	4	7	2	8	2
14649	14	3	9	2	5	1
14650	18	9	9	6	9	3
14651	18	8	11	7	7	1
14653	19	9	5	1	14	8
14656	19	7	9	3	10	4
14659	13	6	4	3	9	3
14661	14	5	4	1	10	4
14663	15	7	9	5	6	2
14664	15	6	6	3	9	3
14667	16	7	7	5	9	2
14668	23	13	11	6	12	7
14671	21	12	12	7	9	5
14673	17	7	5	2	12	5
14675	20	9	12	6	8	3
14679	21	11	9	4	12	7
14680	13	7	6	4	7	3
14685	19	8	8	3	11	5
14686	15	8	6	4	9	4
14687	17	5	8	2	9	3
14688	21	9	12	5	9	4
14692	15	7	5	2	10	5
14693	14	6	9	5	5	1
14702	15	5	5	1	10	4
14705	17	9	10	8	7	1
14706	20	8	7	1	13	7
14708	17	7	10	5	7	2
14709	20	8	9	3	11	5
14712	19	8	9	4	10	4
14714	15	5	7	1	8	4
14716	15	4	10	3	5	1
14718	20	9	12	6	8	3
14719	19	8	10	4	9	4
14721	19	9	9	4	10	5
14722	20	9	12	6	8	3
14723	21	10	10	5	11	5
14725	23	12	11	5	12	7
14726	16	8	4	3	12	5
14727	20	9	12	6	8	3
14731	21	12	12	7	9	5
14733	13	11	3	3	10	8
14734	19	10	10	6	9	4
14736	16	8	8	3	8	5
14737	17	9	10	6	7	3
14738	19	10	8	5	11	5
14742	18	7	7	2	11	5
14744	15	6	7	3	8	3
14746	18	9	10	5	8	4
14747	17	7	8	4	9	3
14748	15	8	7	4	8	4
14751	15	8	4	2	11	6
14752	15	7	7	5	8	2
14753	17	5	8	1	9	4
14754	11	5	5	2	6	3
14757	12	6	6	5	6	1
14762	18	8	7	4	11	4
14763	19	11	8	5	11	6
14764	14	5	6	3	8	2
14765	17	6	9	5	8	1
14766	14	4	4	0	10	4
14769	21	9	11	5	10	4
14771	16	8	7	3	9	5
14772	20	7	10	4	10	3
14777	18	8	9	4	9	4
14779	20	9	10	5	10	4
14784	16	7	9	4	7	3
14787	22	12	11	5	11	7
14788	15	6	7	2	8	4
14790	11	4	4	3	7	1
14794	15	5	9	4	6	1
14795	19	11	8	4	11	7
14796	17	6	7	2	10	4
14801	17	8	10	5	7	3
14802	20	8	11	3	9	5
14805	12	6	5	3	7	3
14806	11	4	4	2	7	2
14807	22	14	14	10	8	4
14808	19	10	6	2	13	8
14810	13	4	5	3	8	1
14811	13	7	3	2	10	5
14813	12	5	4	2	8	3
14814	16	6	10	5	6	1
14817	19	7	11	6	8	1
14818	24	13	12	6	12	7
14820	14	8	3	1	11	7
14821	19	10	11	8	8	2
14822	20	8	10	3	10	5
14823	16	7	5	2	11	5
14824	14	5	6	3	8	2
14825	12	5	4	1	8	4
14827	16	4	11	4	5	0
14828	24	13	15	8	9	5
14830	18	10	5	2	13	8
14833	13	5	7	2	6	3
14834	6	1	3	1	3	0
14836	16	4	8	1	8	3
14839	10	1	5	1	5	0
14842	23	6	16	5	7	1
14845	15	7	6	2	9	5
14846	14	6	6	3	8	3
14848	17	6	9	3	8	3
