Sweep	Move_type	nBreakpoints	Chain_l	Chain_r
30622	2	2	2	1
30629	1	1	1	2
30632	2	2	1	2
30636	1	1	1	2
30637	1	1	1	2
30643	3	2	2	1
30644	1	1	2	1
30648	2	2	1	2
30651	3	2	1	2
30652	2	2	1	2
30653	3	1	1	2
30655	3	5	1	3
30657	2	2	1	2
30658	2	2	2	1
30662	3	2	2	1
30663	2	2	1	2
30664	1	1	1	2
30668	3	1	1	2
30671	2	2	1	2
30672	3	5	1	2
30678	2	2	1	2
30684	2	2	1	2
30689	2	2	2	1
30694	3	4	1	2
30698	2	2	2	1
30700	3	1	1	3
30704	2	2	1	2
30707	1	1	2	1
30711	3	1	2	1
30712	2	2	2	1
30717	3	2	1	2
30719	3	2	1	2
30720	3	1	1	2
30722	2	2	2	1
30723	2	2	1	2
30728	3	4	1	2
30730	1	1	1	2
30732	3	1	2	1
30733	3	2	2	1
30734	2	2	2	1
30736	1	1	1	2
30737	3	5	2	1
30739	3	1	1	2
30741	2	2	1	2
30742	1	1	1	2
30744	3	5	3	2
30745	2	2	1	3
30749	3	1	1	2
30751	1	1	1	2
30754	1	1	2	1
30755	3	1	1	2
30757	3	4	1	2
30762	3	1	1	2
30777	2	2	2	1
30778	2	2	2	1
30781	1	1	2	1
30783	2	2	1	3
30785	1	1	1	2
30787	1	1	1	2
30796	2	2	1	2
30797	1	1	2	1
30801	1	1	1	3
30804	1	1	1	3
30811	1	1	2	1
30812	1	1	1	2
30815	3	4	2	1
30819	1	1	1	2
30822	1	1	1	3
30823	2	2	1	2
30827	3	4	1	2
30828	1	1	1	2
30830	3	2	1	2
30833	3	1	1	2
30836	1	1	2	1
30837	3	2	1	2
30839	1	1	2	1
30841	1	1	1	2
30842	3	2	1	2
30843	1	1	1	2
30844	1	1	2	1
30846	3	1	1	2
30849	3	1	1	2
30853	2	2	1	2
30856	2	2	1	2
30857	1	1	1	2
30859	1	1	1	2
30861	2	2	1	2
30872	3	4	1	2
30877	2	2	1	2
30881	3	2	1	3
30882	3	5	1	2
30883	2	2	2	3
30884	2	2	2	3
30886	1	1	1	2
30887	2	2	2	1
30888	3	2	1	2
30891	1	1	1	2
30898	2	2	1	2
30904	3	2	1	2
30905	2	2	1	2
30906	3	1	1	2
30911	2	2	1	2
30914	3	1	1	3
30915	3	1	1	2
30916	2	2	1	3
30926	2	2	1	2
30929	1	1	1	2
30930	2	2	1	2
30931	2	2	1	2
30932	2	2	1	2
30935	3	1	1	2
30936	3	2	1	2
30942	3	1	1	2
30950	3	4	1	2
30951	3	4	2	1
30954	1	1	1	2
30956	1	1	1	2
30957	1	1	1	2
30960	3	5	1	2
30965	3	1	1	3
30969	1	1	2	1
30976	1	1	1	2
30984	3	1	1	2
30985	3	1	1	2
30988	2	2	1	2
30990	2	2	1	2
30992	2	2	1	2
30993	2	2	1	2
30996	3	1	1	2
30998	1	1	1	2
30999	2	2	2	1
31000	3	4	1	2
31008	3	5	2	1
31012	2	2	1	2
31014	2	2	1	2
31017	1	1	3	2
31018	1	1	1	3
31021	3	1	1	3
31024	1	1	2	1
31026	1	1	1	2
31028	3	1	2	1
31030	2	2	2	1
31031	3	5	2	1
31035	3	4	1	2
31038	3	2	1	2
31041	2	2	2	1
31044	2	2	1	2
31046	3	2	2	1
31047	3	5	1	2
31055	3	1	2	1
31057	1	1	1	2
31059	3	1	1	2
31060	3	2	1	2
31063	2	2	2	1
31065	3	2	2	1
31069	3	1	1	2
31070	2	2	1	2
31073	3	2	1	2
31074	3	1	1	2
31075	3	2	1	2
31076	3	2	1	2
31078	3	1	1	2
31079	2	2	1	3
31082	3	4	2	1
31084	3	4	1	2
31085	1	1	2	1
31089	1	1	1	2
31090	2	2	1	2
31101	3	1	1	2
31115	2	2	1	2
31116	3	4	1	2
31117	3	1	2	1
31123	3	1	1	2
31125	1	1	1	2
31127	2	2	2	1
31128	1	1	2	1
31135	2	2	1	2
31149	2	2	1	2
31150	3	1	2	1
31153	1	1	1	2
31155	1	1	1	2
31156	3	2	1	2
31158	3	2	1	2
31170	1	1	2	1
31173	3	2	2	1
31174	3	1	1	2
31175	3	1	2	1
31177	3	1	1	3
31180	3	1	1	2
31181	3	2	1	2
31186	2	2	1	2
31191	3	2	1	2
31193	2	2	1	2
31195	1	1	1	2
31202	3	1	1	3
31205	2	2	1	2
31206	1	1	1	2
31208	2	2	2	1
31209	3	1	2	1
31212	3	1	1	2
31213	1	1	2	1
31228	3	1	1	2
31231	1	1	1	2
31232	1	1	1	2
31233	3	1	1	2
31234	1	1	1	2
31236	1	1	1	2
31238	1	1	1	2
31246	2	2	2	1
31249	1	1	1	2
31251	3	1	1	3
31253	1	1	2	1
31254	1	1	1	2
31257	3	1	2	1
31261	3	2	1	2
31266	3	2	2	1
31267	3	2	1	2
31271	3	2	1	2
31275	1	1	1	2
31278	1	1	1	2
31280	2	2	2	1
31283	2	2	2	1
31284	3	4	1	2
31285	2	2	2	1
31286	1	1	2	1
31287	1	1	1	2
31288	2	2	1	2
31289	3	1	2	1
31292	1	1	1	2
31293	1	1	2	1
31297	3	1	1	2
31304	2	2	1	2
31306	1	1	1	3
31307	2	2	1	2
31315	1	1	2	1
31320	3	2	1	2
31325	2	2	2	1
31329	2	2	2	1
31337	3	2	1	3
31345	3	2	1	2
31352	3	2	1	2
31356	2	2	1	2
31358	3	1	2	1
31364	2	2	2	1
31367	2	2	1	2
31369	1	1	2	1
31370	1	1	1	2
31373	1	1	1	2
31376	3	4	1	2
31378	3	4	1	2
31380	3	2	2	1
31381	2	2	2	1
31389	2	2	1	3
31391	3	2	1	2
31402	2	2	1	2
31403	3	5	1	2
31408	3	1	2	1
31409	3	2	1	3
31413	1	1	1	2
31414	2	2	1	2
31423	3	5	2	1
31425	3	2	1	2
31432	2	2	1	2
31433	3	2	2	1
31435	3	2	1	3
31442	1	1	1	2
31444	3	2	2	1
31448	3	4	1	2
31452	3	2	1	2
31457	2	2	2	1
31460	1	1	1	2
31468	2	2	1	2
31472	3	2	1	2
31478	3	1	2	1
31479	1	1	2	1
31481	1	1	1	2
31482	3	1	2	1
31490	2	2	1	2
31491	3	1	1	2
31497	2	2	1	2
31498	3	2	1	2
31503	3	4	1	2
31513	2	2	2	1
31515	3	2	1	2
31517	3	2	1	2
31523	1	1	2	1
31525	1	1	1	2
31527	3	4	1	2
31528	1	1	2	1
31537	2	2	1	2
31541	1	1	2	1
31548	3	5	1	2
31553	3	2	2	1
31555	2	2	1	2
31561	2	2	1	2
31564	2	2	1	2
31565	2	2	1	2
31569	3	1	1	2
31580	1	1	1	2
31581	3	2	1	2
31582	2	2	2	1
31583	3	1	1	2
31585	3	2	1	2
31587	1	1	1	2
31600	2	2	2	1
31602	2	2	1	2
31620	1	1	2	1
31622	2	2	1	2
31623	3	5	1	2
31624	3	1	2	1
31627	3	1	1	2
31628	1	1	1	2
31634	1	1	2	1
31635	2	2	1	2
31639	1	1	2	1
31640	2	2	2	1
31643	2	2	1	2
31645	2	2	2	1
31646	3	1	2	1
31652	1	1	1	2
31653	3	1	1	2
31659	1	1	1	3
31668	1	1	2	1
31670	1	1	1	2
31673	3	1	1	2
31678	3	1	1	3
31681	3	1	1	2
31683	2	2	1	2
31684	2	2	1	2
31686	3	4	1	2
31690	1	1	1	2
31691	1	1	2	1
31694	1	1	2	1
31695	1	1	1	2
31696	3	2	1	3
31699	2	2	2	1
31705	2	2	1	3
31708	2	2	1	2
31712	3	2	1	2
31716	1	1	2	1
31717	2	2	1	3
31719	3	4	1	2
31723	1	1	1	2
31726	1	1	1	2
31727	2	2	1	3
31728	2	2	1	3
31739	1	1	1	2
31748	3	5	1	2
31750	1	1	3	1
31753	1	1	2	1
31755	1	1	3	1
31760	3	4	1	2
31765	3	1	2	1
31766	3	1	1	2
31773	3	1	1	2
31783	2	2	1	2
31793	3	2	2	1
31810	2	2	1	2
31813	2	2	1	2
31823	1	1	1	2
31828	2	2	1	3
31829	3	2	1	2
31831	1	1	1	2
31832	2	2	1	2
31835	1	1	1	3
31838	3	2	1	3
31843	1	1	2	1
31844	1	1	2	1
31846	1	1	1	2
31848	3	1	1	2
31849	1	1	3	1
31855	3	1	1	2
31857	3	2	1	2
31858	3	2	1	2
31859	3	2	1	2
31860	3	1	1	2
31875	2	2	2	1
31876	2	2	1	2
31878	3	2	3	2
31879	1	1	1	2
31882	2	2	1	2
31883	1	1	2	1
31891	2	2	1	2
31892	2	2	1	2
31900	1	1	2	1
31901	3	1	1	2
31903	2	2	1	3
31904	2	2	1	3
31906	1	1	1	2
31907	3	1	3	1
31908	2	2	1	2
31909	1	1	2	1
31910	3	5	1	2
31911	1	1	2	1
31912	3	5	2	1
31913	1	1	1	2
31921	2	2	1	2
31922	2	2	1	2
31924	3	4	1	2
31928	1	1	1	2
31929	3	1	1	2
31939	2	2	2	1
31941	1	1	1	2
31942	3	4	1	2
31943	1	1	2	1
31951	3	1	1	2
31952	2	2	1	2
31953	2	2	1	2
31964	2	2	1	2
31965	3	4	2	1
31967	2	2	1	3
31974	3	1	1	2
31978	2	2	1	2
31979	2	2	1	3
31980	3	1	1	2
31983	3	2	2	1
31986	1	1	1	2
31990	2	2	1	2
31991	1	1	1	2
31992	1	1	2	1
31995	2	2	1	2
31996	3	1	1	2
31997	3	1	1	2
32002	3	2	1	2
32006	2	2	1	2
32011	2	2	1	2
32014	3	2	1	3
32015	3	1	1	2
32037	2	2	1	2
32039	3	2	1	2
32041	2	2	2	1
32045	1	1	2	1
32047	3	1	1	3
32049	1	1	1	3
32054	2	2	2	1
32055	1	1	1	2
32056	3	2	2	1
32061	3	2	1	2
32063	3	4	1	2
32072	2	2	1	2
32083	3	1	1	2
32084	1	1	1	2
32086	3	1	1	2
32087	1	1	1	2
32101	3	1	1	2
32106	2	2	1	2
32112	3	1	1	2
32118	1	1	2	1
32121	1	1	1	2
32122	3	1	2	1
32127	2	2	1	2
32137	3	1	1	3
32138	3	1	1	3
32142	3	2	1	2
32145	2	2	2	1
32151	2	2	1	2
32153	3	1	1	2
32156	3	1	1	2
32157	3	2	2	1
32158	2	2	1	2
32159	3	1	2	1
32160	3	1	1	2
32164	3	5	2	1
32168	2	2	1	3
32169	3	1	1	3
32172	1	1	2	1
32174	3	5	2	1
32176	2	2	1	2
32182	2	2	2	1
32185	3	4	1	2
32187	3	1	2	1
32190	3	2	1	2
32192	3	1	1	2
32194	3	2	1	2
32196	2	2	1	3
32197	3	2	1	2
32199	2	2	1	2
32201	1	1	1	2
32202	3	1	1	2
32203	2	2	1	2
32204	3	2	1	2
32207	2	2	1	2
32208	3	2	1	2
32212	3	5	2	1
32215	3	2	2	1
32224	3	4	2	1
32228	2	2	1	2
32229	2	2	1	2
32230	2	2	1	3
32232	1	1	1	2
32238	2	2	1	2
32240	2	2	2	1
32241	3	4	1	2
32245	2	2	1	2
32251	3	1	2	1
32254	1	1	2	1
32256	2	2	2	1
32257	3	1	1	2
32258	3	2	1	2
32259	3	1	2	1
32260	1	1	1	2
32263	3	2	1	2
32267	2	2	1	2
32269	3	5	1	3
32271	3	4	1	2
32272	3	4	2	1
32273	3	1	1	2
32275	1	1	2	1
32277	3	1	1	2
32279	1	1	2	1
32280	2	2	1	2
32282	1	1	2	1
32283	2	2	2	1
32284	3	1	2	1
32285	1	1	3	1
32286	3	2	1	3
32288	2	2	2	1
32290	2	2	2	1
32291	1	1	1	2
32292	2	2	2	1
32296	1	1	1	2
32297	3	2	1	2
32301	3	4	1	3
32302	3	1	1	2
32305	1	1	1	2
32310	1	1	1	2
32314	1	1	1	2
32315	3	1	1	2
32317	3	1	1	2
32320	2	2	1	2
32325	2	2	2	1
32329	2	2	1	2
32330	3	1	1	2
32331	2	2	1	2
32334	3	4	1	3
32335	2	2	1	3
32338	3	2	1	2
32340	2	2	1	2
32341	1	1	1	2
32344	3	1	2	1
32346	2	2	1	2
32347	3	1	2	1
32349	3	1	1	3
32351	1	1	1	3
32357	2	2	1	2
32363	2	2	1	2
32366	1	1	1	3
32369	2	2	1	2
32371	2	2	2	1
32372	2	2	1	2
32373	3	2	2	1
32375	3	1	1	2
32379	2	2	1	2
32387	3	4	2	1
32388	3	1	2	1
32391	1	1	1	2
32392	3	4	3	1
32393	2	2	1	2
32399	1	1	1	2
32402	1	1	1	2
32411	2	2	1	2
32414	1	1	1	2
32420	3	1	2	1
32433	1	1	2	1
32434	2	2	1	2
32438	1	1	2	1
32440	2	2	1	2
32442	3	1	1	2
32443	3	1	2	1
32444	2	2	1	2
32447	3	1	1	2
32449	1	1	1	2
32450	2	2	1	2
32451	3	2	1	2
32452	2	2	2	1
32454	1	1	1	2
32456	2	2	1	2
32460	2	2	1	2
32463	3	2	2	1
32466	2	2	1	2
32468	1	1	1	3
32473	2	2	1	2
32474	1	1	1	2
32476	3	2	1	2
32478	2	2	1	3
32479	1	1	1	2
32480	1	1	1	2
32485	2	2	1	2
32497	1	1	2	1
32498	2	2	1	2
32502	2	2	1	2
32503	2	2	1	2
32505	2	2	1	2
32509	1	1	1	2
32512	3	4	1	2
32520	3	4	1	2
32527	1	1	1	2
32530	1	1	2	1
32531	3	1	2	1
32532	3	1	1	3
32534	2	2	2	1
32536	2	2	1	3
32540	2	2	1	2
32542	3	2	1	2
32546	2	2	1	2
32548	3	1	1	3
32550	1	1	1	2
32570	2	2	1	2
32572	3	2	1	3
32574	2	2	3	1
32575	2	2	1	2
32579	3	1	1	2
32581	3	1	1	2
32590	1	1	1	2
32596	2	2	1	2
32598	2	2	1	2
32599	3	1	1	3
32603	2	2	2	1
32604	3	4	1	2
32605	3	1	2	1
32606	2	2	2	1
32607	1	1	2	1
32608	2	2	2	1
32614	1	1	1	2
32615	1	1	1	2
32616	1	1	1	2
32621	1	1	1	2
32631	1	1	1	2
32634	3	1	1	2
32641	1	1	2	1
32642	1	1	2	1
32643	1	1	2	1
32647	3	2	1	2
32651	3	1	1	2
32654	2	2	1	2
32655	2	2	1	2
32657	3	5	2	1
32661	2	2	2	1
32662	3	2	1	2
32673	3	1	1	2
32679	1	1	1	2
32684	2	2	1	3
32689	2	2	1	3
32692	2	2	2	1
32698	2	2	1	2
32704	3	1	1	2
32713	3	1	1	2
32716	3	4	1	2
32718	2	2	1	2
32719	2	2	1	2
32722	2	2	1	3
32725	3	5	1	3
32726	3	1	2	1
32727	3	1	1	2
32737	2	2	2	1
32742	1	1	1	2
32746	3	2	1	2
32753	2	2	2	3
32757	3	2	1	2
32760	2	2	1	3
32761	3	2	1	3
32762	3	1	1	2
32765	3	1	2	1
32771	3	2	1	2
32772	2	2	1	3
32774	3	1	1	2
32776	3	1	1	2
32778	2	2	1	3
32780	1	1	1	2
32781	2	2	1	2
32783	3	1	1	2
32784	2	2	1	2
32786	2	2	1	2
32787	1	1	1	2
32788	1	1	1	2
32791	3	1	1	2
32794	3	4	1	2
32796	3	1	1	2
32797	3	1	1	2
32798	1	1	1	2
32806	1	1	1	2
32807	2	2	1	2
32811	3	2	2	1
32814	3	1	1	2
32815	1	1	1	3
32817	3	2	1	3
32826	3	1	1	2
32829	2	2	1	2
32830	3	2	1	2
32831	2	2	1	2
32837	3	1	2	1
32841	3	5	1	2
32842	3	5	1	2
32851	1	1	1	2
32853	2	2	2	1
32860	2	2	1	3
32862	3	1	1	2
32863	3	2	2	1
32865	2	2	1	2
32866	3	1	1	2
32873	2	2	1	2
32875	3	2	1	2
32876	2	2	2	1
32878	2	2	1	2
32879	1	1	1	2
32888	1	1	1	2
32891	1	1	1	2
32892	2	2	1	2
32893	1	1	2	1
32894	2	2	1	2
32898	2	2	2	1
32899	1	1	2	1
32900	3	4	2	1
32902	2	2	1	2
32903	3	1	1	2
32910	3	1	1	3
32917	3	1	3	1
32918	3	1	1	3
32923	1	1	1	2
32924	2	2	1	2
32926	1	1	2	1
32942	3	2	1	2
32950	1	1	1	2
32954	3	1	1	3
32955	2	2	2	3
32959	3	1	1	2
32967	2	2	1	2
32968	1	1	2	1
32969	1	1	2	1
32970	1	1	2	1
32974	3	5	1	2
32975	2	2	2	1
32976	1	1	1	2
32978	2	2	1	2
32979	2	2	2	1
32980	2	2	2	1
32981	1	1	2	1
32982	2	2	1	2
32988	1	1	1	2
32991	1	1	2	1
32999	3	4	1	2
33004	3	1	1	2
33008	3	2	1	3
33012	2	2	1	2
33015	1	1	1	2
33017	3	1	2	1
33022	2	2	1	2
33026	1	1	2	1
33038	1	1	1	2
33040	2	2	1	3
33041	2	2	2	1
33045	3	1	1	3
33048	1	1	1	2
33054	1	1	1	2
33056	1	1	2	1
33057	3	4	1	2
33062	3	5	1	3
33063	3	2	1	3
33064	2	2	2	1
33065	2	2	1	3
33073	3	1	1	2
33074	3	4	1	2
33075	3	2	1	2
33076	1	1	1	2
33079	1	1	2	1
33085	3	1	1	2
33086	2	2	1	2
33088	2	2	1	2
33091	1	1	1	2
33092	1	1	2	1
33093	3	1	1	2
33094	1	1	2	1
33100	1	1	1	2
33104	1	1	1	2
33105	2	2	1	2
33111	1	1	2	1
33125	3	1	1	2
33128	2	2	2	1
33129	2	2	1	2
33133	2	2	2	1
33134	1	1	1	2
33135	3	2	2	1
33142	3	4	2	1
33144	3	2	2	1
33147	3	2	1	2
33149	1	1	2	1
33153	3	4	1	3
33155	3	1	1	2
33158	3	1	1	3
33162	3	4	1	3
33164	2	2	1	3
33165	3	5	1	2
33168	2	2	1	2
33170	3	2	1	2
33175	2	2	1	2
33177	2	2	1	2
33178	1	1	1	2
33185	3	1	1	2
33189	1	1	1	2
33190	3	1	1	2
33195	3	1	1	2
33201	3	1	1	3
33202	3	1	1	2
33204	2	2	1	2
33207	3	2	1	2
33209	3	2	1	2
33210	3	1	1	2
33213	2	2	1	2
33221	2	2	1	2
33225	3	4	1	2
33226	1	1	1	2
33227	2	2	1	2
33230	2	2	1	2
33233	2	2	1	2
33235	3	4	1	2
33244	1	1	1	2
33245	2	2	1	3
33251	1	1	1	2
33252	3	4	1	2
33253	3	5	1	3
33255	2	2	1	2
33258	3	2	1	2
33264	2	2	1	2
33265	3	2	1	3
33275	3	1	1	2
33278	3	4	1	3
33285	2	2	1	2
33287	1	1	1	2
33289	2	2	1	3
33291	1	1	1	2
33294	1	1	1	2
33299	2	2	1	2
33302	3	1	1	2
33304	2	2	2	1
33308	1	1	1	2
33314	3	2	1	3
33319	2	2	1	2
33325	3	1	1	2
33326	3	1	1	2
33330	1	1	3	1
33337	3	2	1	2
33343	1	1	2	1
33352	1	1	1	2
33366	3	2	1	3
33368	2	2	1	2
33373	3	2	1	2
33378	3	1	2	1
33380	2	2	2	1
33381	2	2	1	2
33399	3	2	1	2
33403	3	5	2	1
33405	1	1	1	2
33406	1	1	2	1
33411	3	1	2	1
33412	2	2	1	2
33413	2	2	1	2
33414	3	2	1	2
33419	3	1	2	1
33421	3	4	1	2
33422	1	1	1	2
33423	3	1	1	2
33425	3	4	1	2
33426	2	2	1	2
33427	1	1	3	1
33428	1	1	1	2
33433	1	1	1	3
33434	1	1	1	2
33442	1	1	1	2
33448	1	1	1	2
33450	3	4	1	2
33457	2	2	1	2
33462	1	1	2	1
33463	3	1	2	1
33464	2	2	2	1
33465	1	1	1	2
33466	2	2	1	2
33467	3	4	1	2
33469	3	1	2	1
33474	2	2	2	1
33475	1	1	1	2
33479	3	1	1	2
33486	2	2	1	3
33487	2	2	1	2
33489	2	2	1	2
33491	2	2	2	1
33492	1	1	1	3
33502	1	1	2	1
33503	2	2	1	2
33507	2	2	1	2
33508	2	2	1	2
33510	1	1	3	1
33515	3	1	1	3
33521	1	1	1	2
33523	1	1	1	2
33524	1	1	1	2
33525	3	1	1	2
33529	3	1	1	2
33537	1	1	1	2
33538	3	1	2	1
33540	1	1	1	2
33542	2	2	1	2
33543	1	1	1	3
33545	3	1	1	3
33546	1	1	1	2
33548	3	1	2	1
33549	1	1	2	1
33550	1	1	2	1
33552	3	1	1	2
33557	2	2	1	2
33558	3	2	1	2
33564	3	1	1	2
33565	3	4	1	3
33570	2	2	1	2
33572	2	2	1	2
33575	2	2	1	3
33577	3	1	1	3
33583	3	1	1	2
33585	2	2	1	2
33587	3	1	1	2
33592	3	1	1	3
33595	3	2	1	2
33599	3	4	1	2
33602	3	1	1	2
33606	3	2	1	2
33608	1	1	1	2
33611	3	1	1	2
33612	3	1	1	3
33613	1	1	1	3
33615	1	1	1	2
33617	3	2	1	2
33618	2	2	1	2
33619	2	2	2	1
33621	1	1	2	1
33623	3	1	2	1
33626	2	2	1	3
33627	3	1	1	2
33631	1	1	1	2
33632	1	1	1	2
33635	3	2	1	2
33638	1	1	2	1
33642	2	2	1	3
33647	1	1	2	1
33650	3	1	1	2
33654	3	5	1	2
33657	1	1	1	2
33661	3	2	3	1
33667	3	4	1	2
33671	3	2	1	2
33672	3	1	1	2
33674	2	2	2	1
33675	3	2	1	2
33679	2	2	1	2
33680	2	2	2	1
33683	2	2	1	2
33684	1	1	2	1
33685	3	1	2	1
33686	2	2	2	1
33687	3	5	1	2
33689	3	1	2	1
33690	1	1	3	1
33691	2	2	2	1
33692	2	2	2	1
33693	3	1	1	2
33699	2	2	2	1
33703	3	2	1	2
33707	1	1	1	2
33722	3	1	1	2
33724	3	1	1	3
33726	3	1	1	2
33733	2	2	1	2
33742	2	2	2	1
33746	3	2	1	2
33751	2	2	1	2
33757	1	1	1	2
33761	2	2	1	2
33763	1	1	2	1
33764	1	1	2	1
33765	3	1	1	2
33766	3	1	2	1
33774	2	2	1	2
33778	2	2	2	1
33781	2	2	1	2
33787	1	1	2	1
33788	2	2	2	1
33789	1	1	1	2
33791	3	1	1	2
33792	1	1	1	2
33793	3	1	2	1
33794	3	5	1	2
33795	1	1	1	2
33800	3	1	1	2
33801	3	1	1	2
33815	2	2	2	1
33818	2	2	1	2
33826	3	1	1	2
33828	1	1	2	1
33831	2	2	1	3
33833	3	1	1	2
33842	2	2	1	2
33843	3	4	2	3
33845	3	2	1	3
33849	2	2	3	1
33855	3	1	1	2
33858	2	2	1	3
33859	3	2	1	2
33864	2	2	1	2
33865	1	1	1	2
33869	3	1	1	3
33877	3	2	2	1
33881	3	2	2	1
33886	2	2	1	2
33889	2	2	1	2
33899	2	2	1	2
33901	3	4	1	2
33906	1	1	2	1
33907	1	1	1	2
33910	1	1	2	1
33912	3	2	2	1
33914	2	2	2	1
33918	1	1	1	3
33923	3	4	1	3
33927	3	2	1	2
33932	1	1	2	1
33933	1	1	2	1
33935	1	1	2	1
33940	3	1	1	2
33949	1	1	2	1
33951	3	2	1	2
33952	3	2	1	2
33953	2	2	1	2
33954	1	1	3	1
33955	2	2	1	2
33960	3	2	1	3
33961	1	1	2	1
33964	3	4	1	2
33969	1	1	1	3
33973	2	2	1	3
33974	1	1	1	3
33976	3	2	2	3
33977	2	2	1	3
33979	1	1	3	1
33983	3	5	1	2
33984	3	1	1	2
33985	1	1	1	2
33988	3	1	1	2
33990	3	2	1	2
33991	3	1	1	2
33998	1	1	1	2
34002	2	2	2	1
34005	1	1	1	2
34008	3	2	1	2
34010	2	2	1	2
34021	2	2	1	2
34022	3	2	1	2
34023	3	1	1	2
34030	3	1	1	2
34034	2	2	1	2
34038	3	1	1	3
34045	3	2	1	2
34048	3	4	1	2
34053	3	1	1	2
34054	2	2	1	2
34056	3	1	2	1
34057	3	1	1	2
34059	3	5	1	2
34062	1	1	1	2
34063	3	1	1	2
34064	3	1	1	3
34067	1	1	1	2
34073	3	1	1	2
34076	3	1	1	2
34082	2	2	1	2
34100	1	1	1	2
34104	2	2	1	2
34105	3	1	1	2
34107	3	1	1	3
34111	1	1	2	1
34112	1	1	1	2
34113	3	2	1	2
34114	2	2	2	1
34116	3	1	2	1
34127	3	4	1	2
34130	1	1	2	1
34132	3	2	1	2
34134	3	1	1	2
34135	1	1	1	2
34137	2	2	1	2
34138	3	2	1	2
34139	3	1	2	1
34141	3	1	1	2
34142	3	2	2	1
34144	3	1	1	2
34146	2	2	2	1
34148	3	1	1	2
34151	3	2	2	1
34152	2	2	1	2
34153	3	2	1	3
34154	3	1	1	2
34155	3	2	2	1
34158	1	1	1	2
34165	2	2	1	2
34172	1	1	2	1
34180	1	1	1	2
34182	2	2	2	1
34183	3	2	1	2
34188	3	4	2	1
34190	1	1	1	2
34192	3	4	1	2
34196	2	2	2	1
34202	2	2	1	2
34204	3	5	1	2
34206	3	2	1	2
34210	3	1	2	1
34211	1	1	2	1
34217	2	2	2	1
34219	2	2	1	2
34223	3	2	1	2
34224	2	2	2	1
34231	2	2	1	2
34232	1	1	2	1
34237	1	1	2	1
34238	1	1	2	1
34240	2	2	1	2
34244	3	5	1	2
34246	2	2	1	2
34254	2	2	1	2
34255	3	1	1	2
34257	3	5	1	2
34263	3	4	1	2
34265	3	1	2	1
34266	2	2	2	1
34267	1	1	1	2
34270	1	1	1	2
34274	2	2	1	2
34275	2	2	1	2
34282	3	2	2	1
34283	2	2	1	2
34284	3	2	1	2
34291	2	2	1	2
34292	1	1	1	2
34295	3	2	1	2
34299	3	1	1	2
34300	1	1	2	1
34305	2	2	1	2
34311	3	5	1	2
34319	2	2	1	2
34322	1	1	1	2
34324	1	1	2	1
34327	3	1	1	2
34333	3	4	2	1
34337	3	1	1	2
34341	1	1	1	2
34343	3	4	1	2
34344	3	1	1	2
34351	2	2	2	1
34357	2	2	2	1
34358	2	2	2	1
34362	1	1	1	2
34365	2	2	1	2
34373	1	1	1	2
34377	1	1	2	1
34380	1	1	1	2
34382	2	2	1	2
34384	3	5	1	2
34387	3	2	1	2
34393	3	2	1	2
34394	2	2	2	1
34396	3	2	1	3
34399	1	1	1	2
34401	3	1	1	2
34403	2	2	1	2
34420	3	2	1	2
34428	1	1	1	2
34434	2	2	1	2
34437	1	1	1	2
34440	2	2	2	1
34443	2	2	1	2
34444	2	2	1	2
34445	2	2	1	2
34447	3	5	1	2
34453	2	2	2	1
34455	2	2	1	2
34456	2	2	1	2
34457	2	2	2	1
34458	3	1	2	1
34459	3	5	1	2
34462	1	1	1	2
34463	3	1	1	2
34471	2	2	2	1
34477	3	2	2	1
34480	3	5	1	2
34483	2	2	1	2
34488	1	1	2	1
34493	1	1	1	2
34494	1	1	1	2
34503	2	2	1	2
34510	1	1	2	1
34511	2	2	2	1
34513	1	1	2	1
34516	3	2	1	2
34520	3	4	1	2
34523	2	2	1	3
34525	3	4	2	1
34526	3	1	2	1
34527	2	2	2	1
34532	2	2	1	2
34533	3	1	1	2
34534	1	1	1	3
34536	2	2	1	3
34545	2	2	2	1
34548	3	4	1	2
34552	1	1	1	3
34555	3	5	2	1
34561	2	2	1	2
34562	1	1	1	2
34570	1	1	2	1
34575	3	5	1	2
34576	1	1	1	2
34577	1	1	2	1
34578	3	4	1	2
34581	3	4	1	2
34584	3	2	1	2
34587	2	2	1	2
34588	2	2	1	2
34594	3	1	2	1
34595	2	2	1	2
34598	3	2	1	2
34601	3	2	1	2
34603	2	2	2	1
34604	3	4	1	2
34609	2	2	1	2
34616	2	2	1	2
34618	2	2	1	2
34624	1	1	1	2
34626	1	1	1	2
34632	2	2	1	2
34633	1	1	1	2
34638	2	2	1	2
34644	1	1	1	2
34646	3	5	1	3
34648	1	1	1	2
34651	2	2	3	1
34660	1	1	1	2
34661	2	2	1	2
34662	1	1	1	2
34664	2	2	1	2
34669	3	2	1	3
34670	2	2	1	3
34671	3	4	1	2
34676	3	2	3	1
34683	2	2	1	2
34686	1	1	2	1
34692	2	2	1	3
34698	1	1	1	2
34705	1	1	1	2
34706	3	4	1	3
34708	1	1	1	2
34712	2	2	1	3
34714	2	2	1	2
34716	1	1	1	3
34721	3	1	1	2
34725	1	1	1	2
34727	3	1	2	1
34728	1	1	1	2
34731	2	2	1	2
34733	2	2	1	3
34734	3	1	1	3
34735	1	1	1	3
34742	3	2	1	2
34744	1	1	1	2
